AMZN,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
0,101.9055,99.741,164411520,102.019,99.4945,100.3129,213339,2018-09-05 04:00:00
1,100.3253,97.9155,149773600,100.375,96.7605,98.219,203320,2018-09-06 04:00:00
2,96.9355,97.6035,97852860,98.76,96.8675,97.9299,128568,2018-09-07 04:00:00
3,98.55,96.9505,90896620,98.652,96.5758,97.2014,122656,2018-09-10 04:00:00
4,96.4135,99.3575,100672900,99.444,95.85,98.066,133114,2018-09-11 04:00:00
5,99.7,99.5,88241840,100,98.122,99.1731,113125,2018-09-12 04:00:00
6,100,99.4935,72430220,100.438,99.1014,99.757,100065,2018-09-13 04:00:00
7,99.6465,98.5095,72840600,99.6824,97.961,98.6845,102668,2018-09-14 04:00:00
8,97.7365,95.4015,141003840,97.841,94.3705,95.9374,200543,2018-09-17 04:00:00
9,95.9325,97.0525,85374120,97.91,95.772,97.077,113302,2018-09-18 04:00:00
10,97.025,96.321,81136440,97.0415,95.245,95.9722,116138,2018-09-19 04:00:00
11,96.929,97.215,63097580,97.75,96.6125,97.2391,93401,2018-09-20 04:00:00
12,97.711,95.7505,137117960,97.8655,95.5251,96.3698,115179,2018-09-21 04:00:00
13,95.1895,96.718,84274560,96.844,93.25,95.5946,121752,2018-09-24 04:00:00
14,97.145,98.7275,90768140,98.7955,96.9425,97.9231,114159,2018-09-25 04:00:00
15,98.425,98.7425,86269180,99.7625,98.076,99.0021,110076,2018-09-26 04:00:00
16,99.6618,100.649,86587820,100.8078,99.429,100.3812,120438,2018-09-27 04:00:00
17,100.2205,100.15,81702700,101.326,99.8232,100.4431,99295,2018-09-28 04:00:00
18,101.0995,100.218,69365700,101.6595,100.18,100.9387,95769,2018-10-01 04:00:00
19,99.9995,98.5655,107993380,100.6695,98.2885,99.4968,135514,2018-10-02 04:00:00
20,99.085,97.638,105062620,99.485,97.4905,98.3219,132308,2018-10-03 04:00:00
21,97.45,95.471,145139460,97.8,94.8285,95.8272,211852,2018-10-04 04:00:00
22,95.8995,94.4825,136446540,96.454,93.1415,94.6297,209937,2018-10-05 04:00:00
23,93.7,93.221,147863980,95.0998,91.5331,93.1512,200982,2018-10-08 04:00:00
24,92.9995,93.516,95457320,94.8338,92.616,93.7352,124441,2018-10-09 04:00:00
25,92.8945,87.7625,219777100,92.928,87.7205,90.1229,330749,2018-10-10 04:00:00
26,86.2,85.968,278717440,87.77,84.255,85.8994,416704,2018-10-11 04:00:00
27,90.4,89.4305,188811420,90.4475,87.1265,89.0327,287359,2018-10-12 04:00:00
28,89.75,88.0475,128743240,89.7525,86.7115,88.2093,160018,2018-10-15 04:00:00
29,89.175,90.998,116398360,91.194,88.0775,89.8659,152056,2018-10-16 04:00:00
30,92.1395,91.5865,105847140,92.25,90.35,91.333,143073,2018-10-17 04:00:00
31,91.0745,88.536,117479880,91.5075,88.3935,89.6917,161511,2018-10-18 04:00:00
32,89.258,88.2015,116744920,90.455,87.65,88.9828,137626,2018-10-19 04:00:00
33,89.2,89.465,90000300,90.475,87.8,89.3329,119108,2018-10-22 04:00:00
34,87.112,88.435,134478260,88.817,85.7,87.2108,189987,2018-10-23 04:00:00
35,88.685,83.21,138567660,88.8855,82.828,85.8281,211255,2018-10-24 04:00:00
36,85.167,89.1085,205714840,89.7405,84.6005,86.8551,319750,2018-10-25 04:00:00
37,82.4795,82.1405,299275660,84.923,80.15,82.1557,409292,2018-10-26 04:00:00
38,83,76.944,277188540,83.2869,74.75,78.5201,379261,2018-10-29 04:00:00
39,74.308,76.521,249201720,77.0495,73.818,75.6221,341277,2018-10-30 04:00:00
40,78.4995,79.9005,187804220,81.1955,78.2545,79.9068,240316,2018-10-31 04:00:00
41,81.1765,83.2765,162710780,83.5223,79.922,81.8605,210187,2018-11-01 04:00:00
42,83.9295,83.2765,139110960,84.872,82.5915,83.5332,174149,2018-11-02 04:00:00
43,82.8785,81.39,112494540,82.9045,79.818,80.9572,151702,2018-11-05 05:00:00
44,80.9175,82.1405,85147060,83.25,80.7275,82.1532,114852,2018-11-06 05:00:00
45,83.65,87.7745,163734680,87.9615,83.2038,86.1912,213953,2018-11-07 05:00:00
46,87.75,87.7455,130686520,89.2,86.2555,87.9658,171536,2018-11-08 05:00:00
47,86.625,85.6215,118043720,87.196,85.0935,85.8538,142330,2018-11-09 05:00:00
48,84.912,81.8425,136124900,85.4275,81.5005,82.6175,181189,2018-11-12 05:00:00
49,82.4645,81.5585,118665420,83.8532,80.6875,82.2632,165046,2018-11-13 05:00:00
50,82.816,79.9505,129737820,83.6498,79.8535,81.2097,171962,2018-11-14 05:00:00
51,79.0505,80.972,168146740,81.241,77.3255,79.2952,233181,2018-11-15 05:00:00
52,79.375,79.6705,121171600,80.724,78.656,79.6896,147240,2018-11-16 05:00:00
53,78.8505,75.6145,155564620,79.0595,75.168,76.7056,212510,2018-11-19 05:00:00
54,71.875,74.773,217576460,76.7375,71,74.4809,292632,2018-11-20 05:00:00
55,77.1495,75.8365,114336000,77.5,75.75,76.5193,143235,2018-11-21 05:00:00
56,75.85,75.103,54152840,76.81,75.0905,75.9211,64969,2018-11-23 05:00:00
57,76.95,79.0665,125154320,79.2405,76.211,77.9258,164179,2018-11-26 05:00:00
58,78.7995,79.071,115617540,79.8825,77.9005,79.1079,138825,2018-11-27 05:00:00
59,80.696,83.8875,169174760,84.0725,80.0608,82.0429,212322,2018-11-28 05:00:00
60,83.7495,83.6785,132264860,84.4995,82.6166,83.7166,158419,2018-11-29 05:00:00
61,83.975,84.5085,115235220,84.8,83.325,84.3053,121726,2018-11-30 05:00:00
62,88.473,88.618,137243200,88.917,86.5,88.2837,180036,2018-12-03 05:00:00
63,87.8,83.42,173889100,88.5169,83.25,85.611,223379,2018-12-04 05:00:00
64,80.7435,84.9595,175364260,85.0525,80.4925,83.0233,234662,2018-12-06 05:00:00
65,85.2535,81.4565,151522640,85.9463,81.273,83.1746,198218,2018-12-07 05:00:00
66,81.192,82.0515,149896160,82.8995,79.5435,81.497,185466,2018-12-10 05:00:00
67,83.9,82.162,124893900,83.9734,80.98,82.5571,157664,2018-12-11 05:00:00
68,83.45,83.177,131959360,85.2495,83.0135,84.1043,157838,2018-12-12 05:00:00
69,84,82.919,105423240,84.606,82.075,83.0245,122444,2018-12-13 05:00:00
70,81.9,79.5955,127343260,82.1285,79.25,80.6994,156690,2018-12-14 05:00:00
71,78.3,76.0455,176595240,78.8065,75.2505,77.0191,226845,2018-12-17 05:00:00
72,77,77.574,130459500,78.3775,76.1505,77.2298,161431,2018-12-18 05:00:00
73,77.1525,74.754,175843780,79.2265,74.159,76.7026,221964,2018-12-19 05:00:00
74,74.2,73.0415,199836660,75.475,71.6345,73.334,273708,2018-12-20 05:00:00
75,73.2495,68.8725,272806400,74,68.198,70.3791,309702,2018-12-21 05:00:00
76,67.3,67.198,144399920,69.8015,65.35,67.5391,179368,2018-12-24 05:00:00
77,68.4445,73.545,208236020,73.6578,68.1505,70.9016,260477,2018-12-26 05:00:00
78,72.71,73.082,194440680,73.45,69.5155,71.4847,244778,2018-12-27 05:00:00
79,73.6675,73.901,176579000,75.6735,72.45,74.0744,231800,2018-12-28 05:00:00
80,75.54,75.0985,139090140,76.038,74.35,75.2545,166775,2018-12-31 05:00:00
81,73.26,76.9565,159660860,77.668,73.0465,76.0976,196911,2019-01-02 05:00:00
82,76.0005,75.014,139511440,76.9,74.8555,75.7795,172819,2019-01-03 05:00:00
83,76.5,78.7695,183651500,79.7,75.9155,78.2081,218576,2019-01-04 05:00:00
84,80.1155,81.4755,159588260,81.728,79.4593,80.8724,189812,2019-01-07 05:00:00
85,83.2345,82.829,177628360,83.8305,80.8305,82.6416,227572,2019-01-08 05:00:00
86,82.649,82.971,126976020,83.3899,82.0698,82.8786,160672,2019-01-09 05:00:00
87,82.0505,82.811,130153860,83.1625,81.0808,82.332,151499,2019-01-10 05:00:00
88,82.0275,82.028,93724440,83.0147,81.811,82.229,114362,2019-01-11 05:00:00
89,80.75,80.8605,120117760,82.41,79.7575,81.3399,125681,2019-01-14 05:00:00
90,81.6,83.728,119959200,83.758,81.3005,82.8035,139657,2019-01-15 05:00:00
91,84.211,84.189,127337280,85.25,83.7939,84.5367,137717,2019-01-16 05:00:00
92,84,84.661,84177500,85.0085,83.875,84.4466,103342,2019-01-17 05:00:00
93,85.6,84.81,120054860,85.81,84.577,85.2404,130005,2019-01-18 05:00:00
94,84.05,81.6085,128335920,84.0933,80.51,82.2387,160729,2019-01-22 05:00:00
95,82.8,82.001,104406740,82.8715,80.6,81.8335,118833,2019-01-23 05:00:00
96,82.0535,82.7465,81798860,82.8629,81.5892,82.3041,88993,2019-01-24 05:00:00
97,83.525,83.5285,99166580,84.174,83.0806,83.6425,106907,2019-01-25 05:00:00
98,82.1795,81.8945,96754220,82.25,80.7045,81.4451,118667,2019-01-28 05:00:00
99,81.5635,79.694,92655640,81.619,79.536,80.2954,117600,2019-01-29 05:00:00
100,81.15,83.5215,115676440,83.8475,80.984,82.6502,140245,2019-01-30 05:00:00
101,84.6425,85.9365,218192160,86.8206,83.9541,85.5246,294678,2019-01-31 05:00:00
102,81.944,81.3115,230124260,83.653,81.1005,82.0805,292970,2019-02-01 05:00:00
103,81.15,81.6655,98583740,82.4815,80.675,81.6903,109932,2019-02-04 05:00:00
104,82.167,82.9405,89062100,83.263,82.125,82.85,101177,2019-02-05 05:00:00
105,83.5375,82.013,78797660,83.613,81.667,82.3021,88273,2019-02-06 05:00:00
106,81.25,80.7185,92531780,81.2769,79.6455,80.4406,120756,2019-02-07 05:00:00
107,79.3,79.411,113149140,79.4295,78.3378,79.0452,137678,2019-02-08 05:00:00
108,80.049,79.55,66323360,80.4645,79.3,79.7087,77967,2019-02-11 05:00:00
109,80.2,81.9005,97172080,81.9698,79.944,81.3136,108820,2019-02-12 05:00:00
110,82.35,82,71206420,82.819,81.8553,82.3777,85787,2019-02-13 05:00:00
111,81.225,81.1325,82410480,81.895,80.3031,81.1345,96951,2019-02-14 05:00:00
112,81.393,80.3975,86877860,81.4455,80.225,80.6159,100842,2019-02-15 05:00:00
113,80.05,81.379,73633120,81.7,80.028,81.2683,108660,2019-02-19 05:00:00
114,81.5,81.105,66751780,81.7465,80.506,81.2095,79872,2019-02-20 05:00:00
115,80.9925,80.972,69667840,81.178,80.0455,80.6523,83661,2019-02-21 05:00:00
116,81.175,81.578,61923820,81.747,81.0585,81.4936,72537,2019-02-22 05:00:00
117,82.0725,81.65,63689240,82.73,81.5194,82.0157,79208,2019-02-25 05:00:00
118,81.299,81.82,53316300,81.9995,80.8067,81.455,63912,2019-02-26 05:00:00
119,81.409,82.0545,62976480,82.0905,80.755,81.5665,70329,2019-02-27 05:00:00
120,81.7625,81.9915,60517820,82.5885,81.6915,82.138,65229,2019-02-28 05:00:00
121,82.7565,83.5865,99497540,83.713,82.55,83.1811,107826,2019-03-01 05:00:00
122,84.25,84.8085,123347160,85.4715,83.718,84.7311,136355,2019-03-04 05:00:00
123,85.1475,84.6215,73606440,85.39,84.4505,84.9881,85462,2019-03-05 05:00:00
124,84.7985,83.4475,79920020,84.8875,83.414,83.958,88462,2019-03-06 05:00:00
125,83.3685,81.2975,99140340,83.4877,81.0255,81.9825,108702,2019-03-07 05:00:00
126,80.2005,81.04,93340280,81.136,79.3285,80.3568,114277,2019-03-08 05:00:00
127,81.306,83.531,77527040,83.6143,81.3005,82.7533,84656,2019-03-11 04:00:00
128,83.45,83.655,72289960,84.2133,83.049,83.7961,76838,2019-03-12 04:00:00
129,84.15,84.5405,71040820,85,83.9675,84.6045,91596,2019-03-13 04:00:00
130,84.56,84.311,58932360,85.1,84.217,84.6449,70398,2019-03-14 04:00:00
131,85.15,85.618,151017400,85.94,84.6565,85.3745,127113,2019-03-15 04:00:00
132,85.635,87.1075,108581160,87.5,85.6315,86.9356,133324,2019-03-18 04:00:00
133,87.6755,88.0925,127283220,89.208,87.6755,88.4872,156722,2019-03-19 04:00:00
134,88.497,89.8635,125312660,89.975,88.3517,89.2404,151894,2019-03-20 04:00:00
135,89.813,90.963,115355940,91.1875,89.3641,90.3945,143721,2019-03-21 04:00:00
136,90.5085,88.2385,127259660,90.949,88.1555,89.3364,163113,2019-03-22 04:00:00
137,87.8895,88.713,102076060,89.1338,87.375,88.354,131001,2019-03-25 04:00:00
138,89.65,89.188,97317600,90.2885,88.668,89.5758,124946,2019-03-26 04:00:00
139,89.2065,88.285,86496020,89.375,87.284,88.2927,116189,2019-03-27 04:00:00
140,88.5,88.671,60859160,88.8965,87.6735,88.3907,87889,2019-03-28 04:00:00
141,89.329,89.0375,66415860,89.643,88.8315,89.1373,85574,2019-03-29 04:00:00
142,90.0055,90.7095,84775040,90.7835,89.9365,90.4368,123463,2019-04-01 04:00:00
143,90.551,90.699,68962300,91,90.2561,90.6767,89260,2019-04-02 04:00:00
144,91.336,91.035,79611800,91.5,90.481,91.1376,107470,2019-04-03 04:00:00
145,91.0325,90.943,72477340,91.4375,90.21,90.8604,99167,2019-04-04 04:00:00
146,91.45,91.864,72809520,91.929,91.2595,91.654,92985,2019-04-05 04:00:00
147,91.6615,92.493,75056800,92.51,91.2555,91.8863,95769,2019-04-08 04:00:00
148,92.2745,91.792,74287360,92.6545,91.589,92.16,98468,2019-04-09 04:00:00
149,92.05,92.3665,59279460,92.4,91.4405,92.0551,87831,2019-04-10 04:00:00
150,92.435,92.2035,53096840,92.4975,92.0155,92.2415,65525,2019-04-11 04:00:00
151,92.42,92.153,62288260,92.575,92.065,92.3068,72480,2019-04-12 04:00:00
152,92.1,92.2435,74488460,92.3425,90.945,91.7995,103954,2019-04-15 04:00:00
153,92.5675,93.152,60892360,93.4885,92.4,93.0242,84171,2019-04-16 04:00:00
154,93.6495,93.241,57870340,93.8237,93.022,93.3566,72023,2019-04-17 04:00:00
155,93.4395,93.0845,54997640,93.541,92.974,93.2034,66056,2019-04-18 04:00:00
156,92.77,94.3655,66482660,94.421,92.282,93.7228,71788,2019-04-22 04:00:00
157,94.56,96.1885,92808820,96.463,94.479,95.8049,108674,2019-04-23 04:00:00
158,96.25,95.0875,73515620,96.4845,94.908,95.6871,95408,2019-04-24 04:00:00
159,95.8502,95.1125,121982020,96.1225,95.0155,95.7292,178567,2019-04-25 04:00:00
160,96.45,97.5315,168651260,97.55,94.9,96.4456,220019,2019-04-26 04:00:00
161,97.45,96.9215,80425100,97.8168,96.7045,97.1875,100607,2019-04-29 04:00:00
162,96.505,96.326,70120140,96.7855,95.3475,96.1781,86619,2019-04-30 04:00:00
163,96.6545,95.576,62339280,97.182,95.5275,96.5759,82766,2019-05-01 04:00:00
164,95.6665,95.041,79258300,96.0775,94.0935,94.9901,112010,2019-05-02 04:00:00
165,97.45,98.123,127631280,98.22,96.8,97.785,172758,2019-05-03 04:00:00
166,95.899,97.5275,108356820,97.95,95.525,97.0705,132141,2019-05-06 04:00:00
167,96.9995,96.05,118042680,97.455,95.169,96.0873,155480,2019-05-07 04:00:00
168,95.9435,95.8885,81506560,96.7685,95.5,96.223,103248,2019-05-08 04:00:00
169,95,94.9935,106165260,95.47,93.8,94.6823,150205,2019-05-09 04:00:00
170,94.9,94.499,114359880,95.1895,92.8,93.9999,166256,2019-05-10 04:00:00
171,91.828,91.134,115668200,92.3268,90.9,91.4636,157890,2019-05-13 04:00:00
172,91.975,92.006,92582140,92.622,90.7875,91.9662,122706,2019-05-14 04:00:00
173,91.3975,93.5575,93852840,93.7214,91.15,92.6867,122290,2019-05-15 04:00:00
174,94.297,95.3785,92156440,95.8755,94.1145,95.2934,124646,2019-05-16 04:00:00
175,94.6525,93.45,94732360,95.5265,93.3665,94.4713,120204,2019-05-17 04:00:00
176,92.6345,92.9485,75963960,93.389,91.777,92.769,98866,2019-05-20 04:00:00
177,93.7395,92.876,80102440,93.95,92.3,92.9945,104239,2019-05-21 04:00:00
178,92.589,92.984,58732020,93.5743,92.55,93.1129,78831,2019-05-22 04:00:00
179,91.8295,90.774,88485300,92.2,90.21,90.9948,132222,2019-05-23 04:00:00
180,91.7945,91.164,67393460,92.088,90.8926,91.4378,96087,2019-05-24 04:00:00
181,91.6375,91.8215,63999300,92.4633,91.3675,91.9986,76398,2019-05-28 04:00:00
182,91.156,90.9595,85580500,91.5,90.3766,90.8862,105430,2019-05-29 04:00:00
183,91.2745,90.816,62937000,91.4735,90.3913,90.9396,78807,2019-05-30 04:00:00
184,89.5005,88.7535,92376380,89.7793,88.6352,89.145,120059,2019-05-31 04:00:00
185,88.0005,84.6345,181974160,88.3145,83.6,85.2481,284148,2019-06-03 04:00:00
186,84.962,86.478,113582420,86.541,84.0445,85.5777,144555,2019-06-04 04:00:00
187,87.48,86.925,84795640,87.6,85.7626,86.6496,103289,2019-06-05 04:00:00
188,86.8855,87.718,73785440,88,86.3065,87.1113,118971,2019-06-06 04:00:00
189,88.185,90.2015,96164920,90.3127,87.9745,89.7011,120572,2019-06-07 04:00:00
190,91.1,93.0315,107386540,94.2435,90.9,93.1062,144012,2019-06-10 04:00:00
191,94.1625,93.185,80853880,94.685,92.9,93.6415,119715,2019-06-11 04:00:00
192,92.699,92.766,53566700,93.25,92.219,92.8124,92811,2019-06-12 04:00:00
193,93.336,93.515,55892200,94.1545,93.111,93.5944,74772,2019-06-13 04:00:00
194,93.2,93.4835,57023260,93.8,92.95,93.4671,70556,2019-06-14 04:00:00
195,93.825,94.3015,52686840,94.7844,93.7725,94.3184,60420,2019-06-17 04:00:00
196,95.0675,95.0685,77889560,96.0835,94.9895,95.4858,107881,2019-06-18 04:00:00
197,95.392,95.4395,57906940,95.979,94.6235,95.2597,72174,2019-06-19 04:00:00
198,96.6665,95.9095,64343060,96.76,95.29,96.0489,87632,2019-06-20 04:00:00
199,95.805,95.565,78671520,96.2975,95.379,95.7471,74430,2019-06-21 04:00:00
200,95.633,95.695,45659380,95.843,95.065,95.517,58125,2019-06-24 04:00:00
201,95.592,93.9135,60246940,95.8193,93.621,94.4831,83709,2019-06-25 04:00:00
202,94.624,94.8915,48838200,95.19,94.366,94.8287,64560,2019-06-26 04:00:00
203,95.1,95.214,42834420,95.562,94.902,95.3034,53449,2019-06-27 04:00:00
204,95.455,94.6815,60747160,95.647,94.2,94.7438,69780,2019-06-28 04:00:00
205,96.149,96.1095,64066940,96.491,95.733,96.118,84748,2019-07-01 04:00:00
206,95.969,96.7155,53025980,96.7395,95.3315,95.9516,71004,2019-07-02 04:00:00
207,96.7945,96.95,33805880,97.0795,96.525,96.9136,50507,2019-07-03 04:00:00
208,96.43,97.1455,52567180,97.295,96.265,96.8363,76851,2019-07-05 04:00:00
209,96.706,97.616,57667420,97.8,96.4127,97.238,73614,2019-07-08 04:00:00
210,97.39,99.415,86742260,99.5005,97.1738,98.7952,118245,2019-07-09 04:00:00
211,99.8255,100.8705,98638040,101.247,99.77,100.6593,126821,2019-07-10 04:00:00
212,101.281,100.0535,86355320,101.79,99.765,100.9726,114875,2019-07-11 04:00:00
213,100.4135,100.55,50133940,100.85,100.1935,100.541,71028,2019-07-12 04:00:00
214,101.07,101.0495,59572860,101.145,100.0775,100.6861,75935,2019-07-15 04:00:00
215,100.529,100.495,52363960,101.316,100.061,100.6842,70224,2019-07-16 04:00:00
216,100.3525,99.6015,51176180,100.6,99.6015,99.9827,69969,2019-07-17 04:00:00
217,99.0005,98.895,70085040,99.375,97.5775,98.5719,94363,2019-07-18 04:00:00
218,99.5605,98.226,63612240,99.8,98.1113,98.997,77320,2019-07-19 04:00:00
219,98.557,99.2815,58162220,99.45,97.913,98.6822,73710,2019-07-22 04:00:00
220,99.7995,99.7245,54069600,99.8895,98.6565,99.376,70494,2019-07-23 04:00:00
221,98.465,100.0405,52626000,100.065,98.2935,99.4224,72201,2019-07-24 04:00:00
222,100.05,98.691,82579220,100.06,98.636,98.7195,125859,2019-07-25 04:00:00
223,97.1,97.1525,98542860,97.5448,96.2255,96.8914,138485,2019-07-26 04:00:00
224,96.5,95.6225,89863800,96.6113,94.527,95.3427,126566,2019-07-29 04:00:00
225,94.5558,94.9265,58217760,95.4945,94.174,94.9047,83089,2019-07-30 04:00:00
226,94.9055,93.339,89414540,94.9775,92.472,94.0745,127701,2019-07-31 04:00:00
227,93.586,92.766,94266220,94.896,92.2005,93.6046,134482,2019-08-01 04:00:00
228,92.2535,91.162,99124500,92.3182,90.401,91.0499,153164,2019-08-02 04:00:00
229,88.511,88.2565,121163260,89.4334,87.439,88.4111,197240,2019-08-05 04:00:00
230,89.6115,89.3915,101379960,89.6885,87.67,88.8654,153578,2019-08-06 04:00:00
231,88.6995,89.67,90537680,89.9465,87.85,88.905,131016,2019-08-07 04:00:00
232,90.3,91.6445,74024840,91.713,89.9055,91.0118,92846,2019-08-08 04:00:00
233,91.4475,90.379,57595400,91.5546,90.111,90.6641,88485,2019-08-09 04:00:00
234,89.7995,89.246,58109960,90.049,88.85,89.4412,83981,2019-08-12 04:00:00
235,89.15,91.217,81500420,91.5871,89,90.979,103258,2019-08-13 04:00:00
236,89.6505,88.148,97872980,89.7826,87.8608,88.5727,146910,2019-08-14 04:00:00
237,89.0995,88.806,76187760,89.4,88.098,88.7545,109842,2019-08-15 04:00:00
238,89.6445,89.6285,61084800,90.1454,89.2275,89.7312,79667,2019-08-16 04:00:00
239,90.904,90.806,56406060,91.3,90.6305,90.9937,75822,2019-08-19 04:00:00
240,90.725,90.069,38656700,90.841,89.994,90.3947,55435,2019-08-20 04:00:00
241,90.9695,91.177,40784620,91.4789,90.75,91.1441,58096,2019-08-21 04:00:00
242,91.4,90.28,53077760,91.4706,90.005,90.6335,64929,2019-08-22 04:00:00
243,89.6515,87.481,105557960,90.2448,87.2615,88.3176,155228,2019-08-23 04:00:00
244,88.3455,88.4435,61676400,88.5,87.1755,88.0108,80838,2019-08-26 04:00:00
245,88.7865,88.0915,60544900,88.97,87.334,88.0975,74884,2019-08-27 04:00:00
246,87.75,88.2125,48437860,88.393,87.2025,88.0055,63007,2019-08-28 04:00:00
247,89.15,89.32,60360240,89.9275,88.8625,89.4604,74348,2019-08-29 04:00:00
248,89.8745,88.8145,61282940,89.987,88.2285,88.8589,74286,2019-08-30 04:00:00
249,88.5,89.492,70937180,90.04,88.4,89.5232,89055,2019-09-03 04:00:00
250,90.25,90.031,46524560,90.3815,89.8115,90.1058,64554,2019-09-04 04:00:00
251,91.0975,92.036,66503780,92.1,90.7788,91.6301,92131,2019-09-05 04:00:00
252,91.911,91.6755,49938660,92.0325,91.32,91.7292,67779,2019-09-06 04:00:00
253,92.05,91.5675,59990300,92.5,91.2305,91.8384,86633,2019-09-09 04:00:00
254,91.1375,91.0275,52277580,91.2905,90.2668,90.8141,68259,2019-09-10 04:00:00
255,90.607,91.1495,48655340,91.671,90.454,91.1336,81884,2019-09-11 04:00:00
256,91.8815,92.1775,56470100,92.683,91.714,92.2739,92369,2019-09-12 04:00:00
