CELH,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
659,57.24,55.41,798353,58.12,53.7,55.2444,10291,2021-04-20 04:00:00
660,55.13,58.07,600204,58.2022,53.51,57.09,10038,2021-04-21 04:00:00
661,58.47,57.13,623724,59.5,55.65,57.7293,8966,2021-04-22 04:00:00
662,57.53,59.63,572916,59.95,56.51,59.0695,9309,2021-04-23 04:00:00
663,59.99,64.75,1094767,64.99,58.45,62.9886,13786,2021-04-26 04:00:00
664,65,62.62,848736,65.92,61.09,62.9242,12320,2021-04-27 04:00:00
665,62.37,61.81,622243,63.23,60.1,61.9648,8820,2021-04-28 04:00:00
666,62.13,56.77,1213129,62.28,55.4771,57.443,15253,2021-04-29 04:00:00
667,55.49,57.3,476087,57.58,55,56.7489,7583,2021-04-30 04:00:00
668,58.74,56.44,563757,58.74,56,56.7241,9362,2021-05-03 04:00:00
669,55.05,52.74,833872,56.25,52.093,53.3273,12264,2021-05-04 04:00:00
670,53.662,52,749018,55.1099,51.43,52.7893,11338,2021-05-05 04:00:00
671,51.5,49.76,1575854,52.77,48.89,50.1809,16997,2021-05-06 04:00:00
672,50,49.07,1718417,51.54,48.59,49.8098,16295,2021-05-07 04:00:00
673,48.21,47.33,1249383,48.6813,46.22,47.0858,16127,2021-05-10 04:00:00
674,44,48.8,869306,49.24,43.6,47.4013,13461,2021-05-11 04:00:00
675,48.7,46.13,1238560,48.7,45,46.4166,17170,2021-05-12 04:00:00
676,51.26,51.7,1953453,53.3763,46.5,50.789,24855,2021-05-13 04:00:00
677,52.86,54.15,1600776,55.355,50.06,53.4146,22503,2021-05-14 04:00:00
678,54,54.68,651789,55.88,53.01,54.5796,11542,2021-05-17 04:00:00
679,55,53.09,702860,55.23,53.01,54.0854,12819,2021-05-18 04:00:00
680,51.25,53.6,588052,53.7,49.8794,52.4396,10206,2021-05-19 04:00:00
681,54.08,57.25,890081,57.28,53.2174,56.1261,10746,2021-05-20 04:00:00
682,58.92,60.04,1275227,60.81,56.55,59.5935,16104,2021-05-21 04:00:00
683,60.1,63.89,959505,64.16,58.32,62.6159,13314,2021-05-24 04:00:00
684,64.28,62.59,820203,65.652,61.61,63.3384,12995,2021-05-25 04:00:00
685,62.9,64.03,1035650,66.97,62.21,64.4635,15645,2021-05-26 04:00:00
686,64.13,65.65,933124,65.77,63.48,65.3923,11657,2021-05-27 04:00:00
687,66,65.54,797208,67.95,65.29,66.4603,10752,2021-05-28 04:00:00
688,66.62,66.47,815898,67.48,63.6673,66.0382,12636,2021-06-01 04:00:00
689,66.71,76.47,2431005,78.5682,66.05,74.1906,28673,2021-06-02 04:00:00
690,74.73,73.53,1522597,76.47,71.46,74.6223,20431,2021-06-03 04:00:00
691,75.28,78.13,1263141,80.88,74.3487,78.6883,19436,2021-06-04 04:00:00
692,79.4343,81.94,1216990,82.6237,78.5,81.7027,18204,2021-06-07 04:00:00
693,82.5,72.45,2450022,83,71,74.6839,34963,2021-06-08 04:00:00
694,73.41,72.73,867856,74.5,70.91,72.1107,14677,2021-06-09 04:00:00
695,63.15,61.75,7948098,64.8399,60.75,62.1915,84259,2021-06-10 04:00:00
696,63.49,63.81,2228536,63.9471,61.75,62.8617,35121,2021-06-11 04:00:00
697,63.84,64.55,1589395,64.95,62,63.8721,25813,2021-06-14 04:00:00
698,64.55,63.94,1065990,65.5,62.5,63.9825,15836,2021-06-15 04:00:00
699,63.9,63.01,2184817,65.71,61.71,63.4648,23463,2021-06-16 04:00:00
700,61.9374,64.63,1136564,65.06,61.9374,64.0668,15230,2021-06-17 04:00:00
701,64.42,65.4,1143314,66.7,64.01,65.4919,18036,2021-06-18 04:00:00
702,65.6904,67.46,955815,67.81,64.32,66.7201,15921,2021-06-21 04:00:00
703,67.24,69.21,1159037,69.37,66.03,68.4132,16243,2021-06-22 04:00:00
704,70.47,70.11,1098753,71.11,68.22,69.7322,14996,2021-06-23 04:00:00
705,71.47,73.23,1218350,75.6,71.405,73.9032,19144,2021-06-24 04:00:00
706,74.02,72.37,2955345,74.02,70.02,71.9351,21122,2021-06-25 04:00:00
707,72.98,73.79,916680,74,71.26,73.0122,13155,2021-06-28 04:00:00
708,74.13,74.555,955239,74.9365,72.36,73.8543,13438,2021-06-29 04:00:00
709,74.56,76.09,980706,76.8005,73.37,75.4996,14643,2021-06-30 04:00:00
710,75.9,72.73,841695,76.4499,71.51,73.168,13743,2021-07-01 04:00:00
711,72.885,72.36,732946,73.9,70.5601,72.0487,10053,2021-07-02 04:00:00
712,73.17,72.92,627446,73.25,70.74,72.1037,8691,2021-07-06 04:00:00
713,74.1,70.1,1149637,74.57,67.5201,69.8146,16646,2021-07-07 04:00:00
714,67.34,70.79,780862,72.47,66.26,70.0003,14217,2021-07-08 04:00:00
715,70.9,71.45,427106,72.351,70.23,71.2116,7524,2021-07-09 04:00:00
716,72.29,71.49,481880,72.9,70.18,71.5896,8787,2021-07-12 04:00:00
717,71.24,71.76,1194490,75.615,70.84,73.07,16243,2021-07-13 04:00:00
718,73.14,65.13,1688955,73.175,64.4201,66.8295,23826,2021-07-14 04:00:00
719,64.49,62.7,893562,64.9,61.5747,63.2731,15991,2021-07-15 04:00:00
720,63.31,61.52,841449,63.99,61.29,62.0728,11675,2021-07-16 04:00:00
721,59.72,62.36,713883,63.45,58.84,61.871,11130,2021-07-19 04:00:00
722,62.5,65.59,599861,65.83,61.23,64.2483,10227,2021-07-20 04:00:00
723,66.25,66.42,535841,67.41,65.31,66.4187,8589,2021-07-21 04:00:00
724,66.52,65.85,519595,67,65.3101,66.0608,7568,2021-07-22 04:00:00
725,66.435,65.3,735626,66.435,63.57,65.0902,10056,2021-07-23 04:00:00
726,65.77,66.91,529720,67.05,65.01,66.0957,8569,2021-07-26 04:00:00
727,67.28,65.38,878553,67.98,62.8001,65.0708,11517,2021-07-27 04:00:00
728,65.11,67.7,513755,68.095,65.11,67.1023,7899,2021-07-28 04:00:00
729,68.25,69.63,978727,73.5799,67.6,70.7764,14237,2021-07-29 04:00:00
730,69.25,68.63,546441,71.35,67.81,69.3105,7982,2021-07-30 04:00:00
731,68.72,69.27,760395,70.85,66.23,68.9033,11121,2021-08-02 04:00:00
732,70.34,71.85,831415,72.42,67.63,70.5252,11204,2021-08-03 04:00:00
733,72.33,72.34,935118,74.5,71.6527,72.6942,13792,2021-08-04 04:00:00
734,71.73,75.63,781964,76.5,71.73,74.8988,13035,2021-08-05 04:00:00
735,75.55,75.72,1252062,77.89,74.01,75.7379,13404,2021-08-06 04:00:00
736,76.15,76.78,578266,77.03,75.06,76.3978,9943,2021-08-09 04:00:00
737,77.15,76.92,928494,78.94,76.555,77.7302,12643,2021-08-10 04:00:00
738,77,77.81,995897,80,75.97,77.7208,15014,2021-08-11 04:00:00
739,74,73.32,2085205,78.93,68.2401,74.6045,28705,2021-08-12 04:00:00
740,74.53,72.63,1207439,75.71,70.12,72.5774,19221,2021-08-13 04:00:00
741,72,72.39,564569,73.26,70.3101,72.0113,8680,2021-08-16 04:00:00
742,71.46,65.84,1480025,71.495,65.06,66.956,22172,2021-08-17 04:00:00
743,66.63,67.84,803457,69.66,66,68.2254,15644,2021-08-18 04:00:00
744,66.75,65.89,777205,69.19,65.11,66.6624,13891,2021-08-19 04:00:00
745,65.5,65.99,683329,67.52,65.35,66.1666,12195,2021-08-20 04:00:00
746,67.73,70.55,1013778,70.66,67.2,69.6408,17104,2021-08-23 04:00:00
747,71.26,72.36,906231,73.61,68.52,71.7167,14257,2021-08-24 04:00:00
748,72,73.42,806213,74.87,70.58,73.2957,14780,2021-08-25 04:00:00
749,73.34,72.57,674289,75.7,72.23,73.5347,12545,2021-08-26 04:00:00
750,73.26,75.56,1128412,76.2,71.529,74.497,13749,2021-08-27 04:00:00
751,76.18,79.61,1082635,79.86,75.875,78.5269,16725,2021-08-30 04:00:00
752,80,81.76,1204493,81.96,76.8401,80.565,14975,2021-08-31 04:00:00
753,82.13,84.1,963534,84.39,80.6701,83.254,17568,2021-09-01 04:00:00
754,84.91,85.76,993368,87.88,84.66,86.0395,17004,2021-09-02 04:00:00
755,85.66,87.42,847715,88.115,82.6009,86.7008,13745,2021-09-03 04:00:00
756,87.51,85.85,1000079,88.9,85.04,86.7783,20283,2021-09-07 04:00:00
757,85.46,87.6,820460,88,83.29,86.0521,15727,2021-09-08 04:00:00
758,86.72,87.64,762618,90.51,86.42,88.7306,14844,2021-09-09 04:00:00
759,88.11,91.45,1148560,93.49,86.2,90.3776,21401,2021-09-10 04:00:00
760,91.56,86.95,833856,91.56,86.25,87.8354,16175,2021-09-13 04:00:00
761,87.5,89,926460,93.25,87.5,90.8377,18427,2021-09-14 04:00:00
762,88.5,90.9,905666,92.21,86.5101,89.9283,13641,2021-09-15 04:00:00
763,93.41,96.24,1506416,97.23,91.44,95.3678,20428,2021-09-16 04:00:00
764,97.2,93.28,3671020,99.15,92.05,94.2798,28476,2021-09-17 04:00:00
765,88.98,89.67,1144518,92.3165,86.45,89.1562,18250,2021-09-20 04:00:00
766,90.19,91.63,1028192,93.64,89.5,91.7715,16085,2021-09-21 04:00:00
767,91.94,93.9,627455,94.5165,89.73,92.6829,11139,2021-09-22 04:00:00
768,94.73,96.98,760505,98.9,94.73,97.2165,13742,2021-09-23 04:00:00
769,96.83,98.65,1057603,101.5,96.51,98.979,17658,2021-09-24 04:00:00
770,98.82,92.26,1409804,99.015,92.01,94.0941,23501,2021-09-27 04:00:00
771,90,90.71,1146817,92.34,87,89.6072,21806,2021-09-28 04:00:00
772,92.07,90.58,794407,92.1299,88.93,90.6622,13906,2021-09-29 04:00:00
773,91.16,90.09,1338770,94.7096,90,91.1369,13880,2021-09-30 04:00:00
774,90.14,94.19,992464,95.76,88.66,92.8233,16799,2021-10-01 04:00:00
775,93.22,90.62,835974,93.3346,87.35,89.4384,15431,2021-10-04 04:00:00
776,91.33,94.92,566627,95.32,90.462,93.9853,9949,2021-10-05 04:00:00
777,93.75,94.46,594571,96.8999,92.35,94.3216,12167,2021-10-06 04:00:00
778,95.85,97.62,1015940,100.57,94.91,98.3821,14972,2021-10-07 04:00:00
779,98.6,94.1,565723,99.4455,93.64,95.5709,11267,2021-10-08 04:00:00
780,93.73,94.65,470476,96.7794,93,94.968,9408,2021-10-11 04:00:00
781,95.49,97.22,617119,98.91,94.45,97.5304,11015,2021-10-12 04:00:00
782,97.5,95.54,625926,99.48,94.84,96.3103,12956,2021-10-13 04:00:00
783,97.18,92.5,963345,97.99,92.33,93.8731,14608,2021-10-14 04:00:00
784,93.79,88.91,1491608,94.65,87.095,90.215,23037,2021-10-15 04:00:00
785,88.2634,93.02,663570,93.46,88.193,91.8869,11937,2021-10-18 04:00:00
786,93.11,94.55,647035,97.2,92.41,95.1944,10761,2021-10-19 04:00:00
787,94.96,93.92,622851,97.85,93.39,95.0523,9958,2021-10-20 04:00:00
788,93.39,95.31,331843,96.6,93,94.8329,6944,2021-10-21 04:00:00
789,95.46,94.29,436967,96.41,91.71,93.4388,9806,2021-10-22 04:00:00
790,94.805,99.96,1351682,101.89,94.28,99.4916,20000,2021-10-25 04:00:00
791,100,98.92,722617,103.7,97.23,99.8728,14653,2021-10-26 04:00:00
792,100.03,95.51,464585,101.8524,95.49,97.3177,10367,2021-10-27 04:00:00
793,96.26,97.74,425307,98.4,94.61,97.3599,9348,2021-10-28 04:00:00
794,97.65,96.52,550156,97.92,94.7701,96.2574,11425,2021-10-29 04:00:00
795,96.67,101.4,1120835,104.95,96,101.7118,17719,2021-11-01 04:00:00
796,101.72,101.15,914194,101.8999,95.64,98.7244,18036,2021-11-02 04:00:00
797,101.16,104.85,908195,106.16,99.54,103.9048,14914,2021-11-03 04:00:00
798,105.29,103.95,499674,106.88,102.89,104.6575,11876,2021-11-04 04:00:00
799,105,108.07,761283,108.69,102.1,106.4417,14516,2021-11-05 04:00:00
800,109,103.95,605335,110.22,103.82,105.7047,15986,2021-11-08 05:00:00
801,105,101.51,751012,108.2199,101.292,103.4228,16381,2021-11-09 05:00:00
802,98.485,93.89,1217362,99.12,93.78,95.8208,22354,2021-11-10 05:00:00
803,105.55,97.71,2045006,106.11,92.13,96.9969,33125,2021-11-11 05:00:00
804,95.62,83.35,3678591,96.925,83.32,88.5494,54604,2021-11-12 05:00:00
805,83.14,77.77,3217126,83.34,75.82,78.483,49754,2021-11-15 05:00:00
806,79.35,79.52,1833980,80.8,75.12,78.1052,30125,2021-11-16 05:00:00
807,78,77.02,1731537,78.77,75.29,76.9364,22444,2021-11-17 05:00:00
808,77.1,77,937674,78.25,74.51,76.5639,17015,2021-11-18 05:00:00
809,76.53,72.84,1259880,76.8699,72.12,73.9735,18441,2021-11-19 05:00:00
810,73.7481,73.44,1143093,75.13,70.57,73.5841,21162,2021-11-22 05:00:00
811,73.05,71.6,947938,74.86,70.02,72.0802,15005,2021-11-23 05:00:00
812,71.24,73.29,918114,73.62,69.09,71.8305,14848,2021-11-24 05:00:00
813,69.75,71.38,800577,73.39,68.2574,70.4719,11737,2021-11-26 05:00:00
814,72.05,70.78,898093,72.2899,69.6,70.966,15416,2021-11-29 05:00:00
815,70.15,68.41,1099053,71,67.17,68.9094,19927,2021-11-30 05:00:00
816,69.68,62.91,1711289,69.92,61.09,64.308,25233,2021-12-01 05:00:00
817,63.51,65.52,1106450,66.1095,62.01,64.6527,18351,2021-12-02 05:00:00
818,65.69,63.05,1114121,65.6972,61.78,62.8931,22985,2021-12-03 05:00:00
819,62.17,64.79,1115811,65.52,59.135,63.2462,18989,2021-12-06 05:00:00
820,67.36,68.58,904739,71.28,67.25,69.5058,15029,2021-12-07 05:00:00
821,68.68,71.86,715420,72.59,67.18,70.9149,13883,2021-12-08 05:00:00
822,71.4,67.13,847230,72.5094,66.16,68.3742,14356,2021-12-09 05:00:00
823,67.81,66.29,548138,68.9524,65.49,66.3897,10932,2021-12-10 05:00:00
824,66.36,63.39,698478,66.36,61.61,63.3891,12464,2021-12-13 05:00:00
825,62.21,62.76,697683,63.96,61.43,62.7491,13417,2021-12-14 05:00:00
826,63.14,64.93,745214,65.47,60.65,63.4278,15130,2021-12-15 05:00:00
827,66.1,63.71,1171626,67.36,62.47,64.4123,20095,2021-12-16 05:00:00
828,62.75,68,1162931,68.29,61.01,66.8138,16652,2021-12-17 05:00:00
829,66.16,65.92,584967,67.29,64.01,65.661,11806,2021-12-20 05:00:00
830,65.97,70.33,670637,70.53,65.88,68.932,11985,2021-12-21 05:00:00
831,70.06,70.89,449036,71.15,67.6,69.9764,9439,2021-12-22 05:00:00
832,71.21,74.6,650106,74.9673,69.52,73.281,10034,2021-12-23 05:00:00
833,74.75,75.1,605030,75.41,72.61,74.6539,12303,2021-12-27 05:00:00
834,74.92,73.55,560974,75.4,71.78,73.4553,11557,2021-12-28 05:00:00
835,73.79,73.11,384964,74.2599,72.285,73.1567,8776,2021-12-29 05:00:00
836,73,73.52,457747,75.2,72.27,73.7403,9172,2021-12-30 05:00:00
837,73.49,74.57,1089218,75.6,72.6,74.4146,9302,2021-12-31 05:00:00
838,74.6,75.09,552208,76.175,72.02,74.2285,9718,2022-01-03 05:00:00
839,74.95,69,913865,75,66.8,69.1316,16152,2022-01-04 05:00:00
840,68.23,63.67,717805,68.735,62.6201,64.7508,15429,2022-01-05 05:00:00
841,62.1159,61.52,877244,64.7,60.51,62.383,14545,2022-01-06 05:00:00
842,61.18,54.6,1735263,61.32,54.18,56.9953,28469,2022-01-07 05:00:00
843,50.93,49.71,3319685,50.98,45.635,48.089,45416,2022-01-10 05:00:00
844,49.87,54.31,1680578,54.5175,48.25,52.6527,27691,2022-01-11 05:00:00
845,55.27,52.12,905383,57.61,51.562,53.2651,16935,2022-01-12 05:00:00
846,52.5,50.24,567255,52.73,49.8627,51.1154,10801,2022-01-13 05:00:00
847,49.15,49.34,1019024,50.44,47.53,48.8944,16651,2022-01-14 05:00:00
848,47.59,47.52,1143626,48.89,46.841,47.8014,19095,2022-01-18 05:00:00
849,47.8,45.09,960810,48.0328,45,45.9575,15505,2022-01-19 05:00:00
850,45.58,43.67,1069716,47.83,43.18,44.869,17390,2022-01-20 05:00:00
851,42.635,43.92,1237623,46.3699,42.34,44.6135,16827,2022-01-21 05:00:00
852,42.4,46.98,1900315,47.38,40.78,44.6306,27275,2022-01-24 05:00:00
853,45.51,44.17,1040193,46.35,43.2,44.4142,14716,2022-01-25 05:00:00
854,44.66,42.37,1099868,45.72,41.91,43.8831,15621,2022-01-26 05:00:00
855,42.93,40.49,977371,43.41,39.8,41.125,16022,2022-01-27 05:00:00
856,40.45,45.05,1600858,45.66,39.45,43.5873,22291,2022-01-28 05:00:00
857,44.96,47.73,921679,48.49,44.38,47.1701,14758,2022-01-31 05:00:00
858,48.4774,50.17,972840,50.36,46.25,49.3569,18778,2022-02-01 05:00:00
859,50.92,49.95,1012854,51.7499,49.165,50.295,16883,2022-02-02 05:00:00
860,48.34,46.99,869123,49.76,46.81,47.7508,12788,2022-02-03 05:00:00
861,46.91,48.92,852099,49.49,46.09,48.2232,13589,2022-02-04 05:00:00
862,48.9,49.98,694558,51.68,48.79,50.0995,12299,2022-02-07 05:00:00
863,49.84,53.55,786124,53.9,49.16,52.1919,12736,2022-02-08 05:00:00
864,54.91,57.49,892815,57.7,54,56.5424,14589,2022-02-09 05:00:00
865,55.2,57.6,1251054,60.53,55.2,58.2058,21325,2022-02-10 05:00:00
866,57.71,56.85,711745,59.1195,55.71,57.3011,13453,2022-02-11 05:00:00
867,56.29,57.57,660079,58.64,55.33,57.4563,10371,2022-02-14 05:00:00
868,58.67,62.11,831698,62.33,58.67,61.0309,14151,2022-02-15 05:00:00
869,61.64,59.92,551662,61.7331,58.51,59.852,10613,2022-02-16 05:00:00
870,59.86,56.37,639403,59.86,55.33,56.8914,11221,2022-02-17 05:00:00
871,56.19,51.63,1244147,56.78,51.29,52.6918,19592,2022-02-18 05:00:00
872,51,55.95,1072558,56.97,50.44,55.0806,16946,2022-02-22 05:00:00
873,56.16,55.56,1486958,59.37,55.32,56.4123,19190,2022-02-23 05:00:00
874,52.45,60.88,1168854,61.11,51.09,57.1458,19861,2022-02-24 05:00:00
875,61.06,63.76,1118360,63.79,59.59,62.4041,17906,2022-02-25 05:00:00
876,63.25,63.89,915785,66.4,62.64,64.4046,16897,2022-02-28 05:00:00
877,63.3,62.8,1894349,64.85,61.94,62.6294,25904,2022-03-01 05:00:00
878,57.05,64.82,2338784,65,56.21,60.5325,32845,2022-03-02 05:00:00
879,65.01,57.6,976631,65.495,57.11,59.2665,20552,2022-03-03 05:00:00
880,57.22,54.87,1141674,60.94,53.69,56.2297,19595,2022-03-04 05:00:00
881,55.51,48.87,1123340,55.7132,48.72,50.209,25452,2022-03-07 05:00:00
882,48.33,46.61,1065690,48.88,46.01,47.1492,18317,2022-03-08 05:00:00
883,48.76,50.44,915614,50.9,48.55,50.01,12679,2022-03-09 05:00:00
884,49,49.56,595005,50.5523,48.13,49.4235,8759,2022-03-10 05:00:00
885,50.69,45.14,602342,50.69,44.92,46.2905,10525,2022-03-11 05:00:00
886,44.39,42.39,782102,45.65,41.59,43.2722,13909,2022-03-14 04:00:00
887,43.09,45.04,1165949,45.42,42.34,44.3903,14948,2022-03-15 04:00:00
888,46.17,49.82,1522900,50.04,45.82,48.1207,23244,2022-03-16 04:00:00
889,49.66,56.89,1165458,57.45,48.8,55.4236,19833,2022-03-17 04:00:00
890,56.45,61.18,1056420,61.37,56.415,59.7764,15847,2022-03-18 04:00:00
891,61.45,59.76,897211,61.99,57.75,59.5788,16537,2022-03-21 04:00:00
892,59.27,58.3,788363,60.68,57.73,58.8563,13416,2022-03-22 04:00:00
893,57.86,57.9,528102,59.26,56.205,58.1947,11527,2022-03-23 04:00:00
894,58.38,56.71,576383,58.99,54.37,56.1483,12451,2022-03-24 04:00:00
895,56.66,55.63,744834,57.3,54.25,55.2974,11301,2022-03-25 04:00:00
896,55.71,57.63,544241,57.96,55.29,56.9392,10089,2022-03-28 04:00:00
897,59,59.52,500579,60.5,57.34,59.3219,9583,2022-03-29 04:00:00
898,58.63,57.16,662205,60.638,56.81,58.5461,12533,2022-03-30 04:00:00
899,57.03,55.18,458650,57.49,55.03,55.7786,8498,2022-03-31 04:00:00
900,55.29,58.66,670290,59.04,54.32,57.3796,14470,2022-04-01 04:00:00
901,59.38,60.13,721822,61.58,58.81,60.6705,13786,2022-04-04 04:00:00
902,60.05,56.76,888436,60.33,55.62,56.6368,16793,2022-04-05 04:00:00
903,55.12,52,1358198,55.4,49.2314,51.0251,24036,2022-04-06 04:00:00
904,51.62,52.88,716573,53.3399,51.03,52.3795,15277,2022-04-07 04:00:00
905,52.43,50.03,519852,52.43,49.765,50.7415,11719,2022-04-08 04:00:00
906,49,50.14,493824,51.23,48.29,49.8305,10378,2022-04-11 04:00:00
907,51.6,50.93,440766,54,50.4701,51.7992,9003,2022-04-12 04:00:00
908,50.93,52.66,476196,53.99,50.22,52.7852,9197,2022-04-13 04:00:00
909,52.85,53.78,680338,54.62,52.2488,53.764,11166,2022-04-14 04:00:00
910,52.99,53.05,832598,54.08,50.71,53.2283,14306,2022-04-18 04:00:00
911,53.21,57.24,672576,57.7,53.01,56.4342,15107,2022-04-19 04:00:00
912,56.53,58.06,616617,58.99,56.3,57.9845,12050,2022-04-20 04:00:00
913,59,55.16,789397,59.93,54.7,57.0978,15766,2022-04-21 04:00:00
914,54.59,52.46,812933,56.33,50.9,52.9866,15062,2022-04-22 04:00:00
915,51.8,57.5,879923,57.67,51.66,55.9929,16058,2022-04-25 04:00:00
916,56.46,53.33,667365,57.77,52.98,54.2379,13975,2022-04-26 04:00:00
917,53.28,53.96,590498,55.4278,51.854,53.5406,15023,2022-04-27 04:00:00
918,54.151,55.74,611906,57.33,52.07,55.2339,14367,2022-04-28 04:00:00
919,55.08,52,644145,57.24,51.67,53.242,14294,2022-04-29 04:00:00
920,52,54.58,782876,54.81,50.7905,53.4663,13974,2022-05-02 04:00:00
921,54.51,54.08,672961,55.83,52.2,53.5681,11747,2022-05-03 04:00:00
922,54.73,57.77,727197,58.21,52.18,55.723,15199,2022-05-04 04:00:00
923,56.54,50.79,1035601,56.695,49.82,52.1805,17980,2022-05-05 04:00:00
924,50.02,50.73,897117,52.09,46.6801,50.1363,19214,2022-05-06 04:00:00
925,48.77,41.89,1362746,49.35,41.3827,43.8014,23668,2022-05-09 04:00:00
926,43.35,41.31,2173465,43.5975,38.3101,40.576,32194,2022-05-10 04:00:00
927,45.84,47.42,4362009,53.25,43.74,48.8377,54107,2022-05-11 04:00:00
928,46.831,50.04,1477692,51.91,45.47,49.2178,27903,2022-05-12 04:00:00
929,51.39,56.38,2328348,59.8,51.39,57.3123,35968,2022-05-13 04:00:00
930,55.87,54.8,1239237,56.88,53.29,54.8743,22145,2022-05-16 04:00:00
931,57.34,58.58,1011887,59.99,55.55,57.745,16830,2022-05-17 04:00:00
932,57.04,56.45,1099565,58.35,54.7401,56.4722,19415,2022-05-18 04:00:00
933,56.17,60.01,1516119,63.1,53.61,60.0043,24562,2022-05-19 04:00:00
934,60.44,58.77,1036629,61.46,55.9,58.2369,16543,2022-05-20 04:00:00
935,59.23,62.62,1075701,62.76,56.38,60.7006,19161,2022-05-23 04:00:00
936,61.1,58.74,917289,61.1,56.36,58.3775,17465,2022-05-24 04:00:00
937,58.15,62.44,1083727,62.96,58.15,61.7476,18427,2022-05-25 04:00:00
938,62.97,65.84,950576,68.7517,62.7005,66.6709,17718,2022-05-26 04:00:00
939,66.65,70.86,906984,71.29,66.3,69.4808,16758,2022-05-27 04:00:00
940,70.29,67.09,1087535,70.73,65.67,67.5744,17666,2022-05-31 04:00:00
941,67.99,65.87,733513,68.815,63.74,65.6131,14035,2022-06-01 04:00:00
942,65.84,68.96,738972,70.25,64.99,68.7618,14164,2022-06-02 04:00:00
943,67.32,68.49,557800,69,66.01,67.941,14100,2022-06-03 04:00:00
944,70.62,68.19,838203,72.01,66.51,68.2004,17547,2022-06-06 04:00:00
945,67.5,69.93,792707,70.44,66.38,69.3692,17425,2022-06-07 04:00:00
946,69.52,68.91,697675,70.449,68.1101,69.1546,14536,2022-06-08 04:00:00
947,68.55,66.02,576364,69,65.9,67.1675,12598,2022-06-09 04:00:00
948,63.59,61.51,1160440,66.71,61.1937,62.5803,23166,2022-06-10 04:00:00
949,58.44,54.61,1154673,60.02,53.87,55.3066,21982,2022-06-13 04:00:00
950,55.81,57.57,1120795,57.79,53.82,56.1844,20254,2022-06-14 04:00:00
951,57.86,56.6,1168197,58.73,55.19,56.9241,23906,2022-06-15 04:00:00
952,54.14,53.93,918134,55,52.11,53.2853,16112,2022-06-16 04:00:00
953,54.58,55.45,736069,57.5,54.4,55.6847,13472,2022-06-17 04:00:00
954,56.85,55.23,723107,57.06,54.895,55.7088,14481,2022-06-21 04:00:00
955,53.41,55.67,756349,56.15,53.1677,55.3867,14035,2022-06-22 04:00:00
956,56.78,63.85,1447919,64.17,56.59,61.6447,23132,2022-06-23 04:00:00
957,64.99,67.11,1168828,67.35,62.88,65.6592,19993,2022-06-24 04:00:00
958,67.6,66.73,1059526,69.1,65.36,66.7999,23491,2022-06-27 04:00:00
959,66.8,63.73,920656,68.5099,63.69,65.2693,19990,2022-06-28 04:00:00
960,64.16,64.51,664528,65.83,62.03,64.1404,13903,2022-06-29 04:00:00
961,63.85,65.26,1324934,67.32,61.62,64.9518,25916,2022-06-30 04:00:00
962,65.49,65.96,874800,67.2832,63.64,65.3557,17292,2022-07-01 04:00:00
963,65.19,75.04,2596537,75.71,65.125,72.5363,45628,2022-07-05 04:00:00
964,75.04,76.92,1936194,78.34,74.0467,76.6442,36724,2022-07-06 04:00:00
