TSLA,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
0,111.01,108.49,32872352,111.42,108.1,109.0066,234347,2018-09-05 04:00:00
1,108.25,108.74,23477624,108.99,107.51,108.3969,172963,2018-09-06 04:00:00
2,108.23,108.21,22498646,108.7248,107.23,108.2165,162158,2018-09-07 04:00:00
3,108.84,109.38,20727906,109.64,108.36,109.1765,127931,2018-09-10 04:00:00
4,108.9,111.24,24301774,111.59,108.89,110.8503,162661,2018-09-11 04:00:00
5,111.43,111.71,18888064,111.85,110.51,111.364,146109,2018-09-12 04:00:00
6,112.12,112.91,26055620,113.725,112.12,112.8916,161907,2018-09-13 04:00:00
7,113.36,113.37,19122349,113.73,112.44,113.2611,142651,2018-09-14 04:00:00
8,113.69,112.14,20736516,113.7,111.86,112.5498,142715,2018-09-17 04:00:00
9,112.19,113.21,22170934,113.695,111.72,113.2633,153296,2018-09-18 04:00:00
10,113.05,111.7,21728429,113.32,111.035,111.7803,162257,2018-09-19 04:00:00
11,112.28,113.57,23714512,113.8,111.93,113.4,170212,2018-09-20 04:00:00
12,114,114.26,71229698,115.29,113.51,114.1735,205028,2018-09-21 04:00:00
13,113.03,114.67,27334460,114.9,112.2175,114.1959,159757,2018-09-24 04:00:00
14,114.8,114.45,22668014,115.1,113.75,114.3534,125939,2018-09-25 04:00:00
15,114.47,113.98,19352025,115.055,113.74,114.3985,136534,2018-09-26 04:00:00
16,114.78,114.41,19091299,114.91,114.2,114.5605,115753,2018-09-27 04:00:00
17,114.19,114.37,21647811,114.57,113.68,114.2546,137439,2018-09-28 04:00:00
18,114.75,115.61,18883079,115.68,114.73,115.4232,134876,2018-10-01 04:00:00
19,115.3,115.15,20787239,115.84,114.44,115.2686,141359,2018-10-02 04:00:00
20,115.42,115.17,16648018,116.18,114.93,115.5153,130287,2018-10-03 04:00:00
21,114.61,112.79,34821717,114.7588,111.63,112.8634,266275,2018-10-04 04:00:00
22,112.63,112.13,29068859,113.17,110.64,112.0292,232117,2018-10-05 04:00:00
23,111.66,110.85,29640588,112.03,109.34,110.7949,232758,2018-10-08 04:00:00
24,111.14,112.26,26198594,113.08,110.8,112.2135,208549,2018-10-09 04:00:00
25,111.24,106.16,61376315,111.5,105.79,108.1315,449835,2018-10-10 04:00:00
26,105.35,105.91,63904282,108.93,104.2,106.8336,580831,2018-10-11 04:00:00
27,109.01,109.57,47742109,111.24,107.12,108.7379,386353,2018-10-12 04:00:00
28,108.91,107.6,32068103,109.48,106.9468,108.1725,240514,2018-10-15 04:00:00
29,109.54,111,31610164,111.41,108.95,110.4576,226292,2018-10-16 04:00:00
30,111.68,110.71,26548243,111.81,109.5482,110.5309,201337,2018-10-17 04:00:00
31,110.1,108.5,32506192,110.53,107.83,108.8337,246740,2018-10-18 04:00:00
32,108.93,108.66,32785475,110.86,108.21,109.2686,234723,2018-10-19 04:00:00
33,109.32,109.63,26545607,110.54,108.24,109.5877,198605,2018-10-22 04:00:00
34,107.77,108.1,43770429,108.97,105.11,107.0477,362185,2018-10-23 04:00:00
35,108.41,102.32,63897759,108.49,101.5901,104.8057,495734,2018-10-24 04:00:00
36,106.55,108.3,61646819,109.27,106.15,107.9947,438344,2018-10-25 04:00:00
37,105.69,106.96,55523104,108.75,104.76,106.6866,418273,2018-10-26 04:00:00
38,108.105,103.85,55162001,108.7,101.63,105.0361,406530,2018-10-29 04:00:00
39,103.66,103.73,65350878,104.38,100.11,102.5724,468916,2018-10-30 04:00:00
40,105.435,106.81,51062383,108.14,105.39,107.1448,344703,2018-10-31 04:00:00
41,107.05,105.92,33384201,107.32,105.53,106.1695,248401,2018-11-01 04:00:00
42,106.48,106.16,37680194,107.32,104.975,106.0177,279521,2018-11-02 04:00:00
43,106.37,107.51,27922144,107.74,105.9,106.8289,198115,2018-11-05 05:00:00
44,107.38,107.72,24340248,108.84,106.28,107.5818,174886,2018-11-06 05:00:00
45,109.44,111.96,37901704,112.24,109.4,111.4774,261304,2018-11-07 05:00:00
46,111.8,111.75,25644105,112.21,110.91,111.4801,187684,2018-11-08 05:00:00
47,110.85,109.57,32039223,111.45,108.76,109.6478,214769,2018-11-09 05:00:00
48,109.42,106.87,33621807,109.96,106.1,107.2495,249830,2018-11-12 05:00:00
49,107.55,106.94,35374583,108.74,106.64,107.5414,244010,2018-11-13 05:00:00
50,108.1,104.97,39495141,108.26,104.47,105.7192,287567,2018-11-14 05:00:00
51,104.99,107.28,38505165,107.8,103.91,106.3156,267157,2018-11-15 05:00:00
52,107.08,108.29,33502121,108.88,106.8,108.0264,222812,2018-11-16 05:00:00
53,108.27,104.62,44673899,108.56,103.55,104.9292,287756,2018-11-19 05:00:00
54,101.8,101.71,64052457,102.97,99.3528,101.5923,401823,2018-11-20 05:00:00
55,103.6,103.11,28130621,104.43,102.24,103.4887,201119,2018-11-21 05:00:00
56,102.17,103.07,13823099,103.8099,102,103.1392,95175,2018-11-23 05:00:00
57,104.79,106.47,32336165,106.63,104.58,105.6641,231439,2018-11-26 05:00:00
58,106.27,107.14,29124486,107.33,105.36,106.6972,217311,2018-11-27 05:00:00
59,107.89,111.12,46788461,111.33,107.86,109.9457,329529,2018-11-28 05:00:00
60,110.33,110.19,28123195,111.115,109.03,110.2014,198238,2018-11-29 05:00:00
61,110.7,110.89,33665624,110.97,109.36,110.4543,188917,2018-11-30 05:00:00
62,113,112.09,34732772,113.42,110.73,112.0114,228790,2018-12-03 05:00:00
63,111.94,108.52,45196984,112.6373,108.2115,109.9599,295838,2018-12-04 05:00:00
64,105.82,109.19,49107431,109.24,105,107.4382,365103,2018-12-06 05:00:00
65,108.38,104.82,45044937,109.45,104.3,106.1258,323654,2018-12-07 05:00:00
66,104.8,107.59,40801525,107.98,103.89,106.1469,292427,2018-12-10 05:00:00
67,109.8,108.59,42381947,110.95,107.44,109.2085,301736,2018-12-11 05:00:00
68,110.89,109.08,36183020,111.27,109.04,110.0983,237363,2018-12-12 05:00:00
69,109.58,109.45,31333362,110.87,108.63,109.3842,215711,2018-12-13 05:00:00
70,108.25,106.03,47043136,109.26,105.5,107.099,333362,2018-12-14 05:00:00
71,105.41,102.89,56952064,105.8,101.71,103.429,333569,2018-12-17 05:00:00
72,103.75,103.97,49319196,104.51,102.52,103.607,283343,2018-12-18 05:00:00
73,103.65,103.69,68198186,106.88,101.35,104.2944,426354,2018-12-19 05:00:00
74,103.05,101.51,70334184,104.31,98.78,101.4997,496984,2018-12-20 05:00:00
75,101.63,98.23,111242070,103,97.46,99.4737,543592,2018-12-21 05:00:00
76,97.68,94.13,43935192,97.97,93.98,95.6806,330237,2018-12-24 05:00:00
77,95.14,100.56,51634793,100.69,93.96,97.8411,371662,2018-12-26 05:00:00
78,99.3,101.18,49464509,101.19,96.4,98.8587,338488,2018-12-27 05:00:00
79,102.09,100.39,38169312,102.41,99.52,100.8317,285143,2018-12-28 05:00:00
80,101.29,101.57,33173765,102.4,100.44,101.3798,214363,2018-12-31 05:00:00
81,99.55,101.12,35329345,101.75,98.94,100.693,238244,2019-01-02 05:00:00
82,100.1,97.4,42578410,100.185,97.2,98.2312,301141,2019-01-03 05:00:00
83,99.72,101.93,44060590,102.51,98.93,101.4444,300148,2019-01-04 05:00:00
84,101.64,102.06,35656136,103.2681,100.98,102.275,238930,2019-01-07 05:00:00
85,103.04,102.8,31514415,103.97,101.7134,102.7505,223595,2019-01-08 05:00:00
86,103.86,104.27,32280840,104.88,103.2445,104.1886,232146,2019-01-09 05:00:00
87,103.22,103.6,30067556,103.75,102.38,103.2642,176725,2019-01-10 05:00:00
88,103.19,102.8,28314202,103.44,101.64,102.3999,186885,2019-01-11 05:00:00
89,101.9,102.05,28437079,102.8716,101.26,101.98,148450,2019-01-14 05:00:00
90,102.51,105.01,31587616,105.05,101.88,104.5025,207261,2019-01-15 05:00:00
91,105.26,105.38,29853865,106.255,104.96,105.4535,196230,2019-01-16 05:00:00
92,105,106.12,28393015,106.625,104.76,105.7275,183080,2019-01-17 05:00:00
93,107.46,107.71,37427587,107.9,105.91,107.2599,215769,2019-01-18 05:00:00
94,106.75,105.68,32371253,107.1,104.86,105.9292,198405,2019-01-22 05:00:00
95,106.12,106.71,25874294,107.04,105.34,106.2944,179029,2019-01-23 05:00:00
96,106.86,106.2,23164838,107,105.34,106.063,165275,2019-01-24 05:00:00
97,107.24,107.17,31205188,107.88,106.59,107.2114,190568,2019-01-25 05:00:00
98,106.26,105.08,29476719,106.48,104.66,105.1142,212830,2019-01-28 05:00:00
99,104.88,102.94,31490547,104.97,102.17,103.1184,211623,2019-01-29 05:00:00
100,104.62,106.38,49471866,106.38,104.33,105.2969,319791,2019-01-30 05:00:00
101,103.8,104.43,55636381,105.22,103.18,104.3492,326614,2019-01-31 05:00:00
102,103.775,102.78,35535690,104.0999,102.35,103.1187,214452,2019-02-01 05:00:00
103,102.87,105.74,31315282,105.8,102.77,105.1362,193659,2019-02-04 05:00:00
104,106.06,107.22,27325365,107.27,105.96,106.8994,167997,2019-02-05 05:00:00
105,107,106.03,20609759,107,105.53,106.0969,145728,2019-02-06 05:00:00
106,105.185,105.27,29760697,105.59,104.29,105.0665,196221,2019-02-07 05:00:00
107,104.39,105.67,21461093,105.78,104.2603,105.1134,136049,2019-02-08 05:00:00
108,106.2,105.25,18914123,106.58,104.965,105.476,132578,2019-02-11 05:00:00
109,106.14,106.89,25056595,107.14,105.48,106.7046,159333,2019-02-12 05:00:00
110,107.5,106.81,18394869,107.78,106.71,107.1006,124894,2019-02-13 05:00:00
111,106.31,106.9,21784703,107.29,105.66,106.672,142117,2019-02-14 05:00:00
112,107.91,108.22,26606886,108.3,107.3624,107.9242,155667,2019-02-15 05:00:00
113,107.79,108.17,18038460,108.66,107.78,108.2393,120031,2019-02-19 05:00:00
114,107.86,107.15,21554671,107.94,106.29,107.1461,143107,2019-02-20 05:00:00
115,106.9,109.41,29063231,109.48,106.87,108.668,199035,2019-02-21 05:00:00
116,110.05,110.97,27763218,111.2,109.82,110.7649,182498,2019-02-22 05:00:00
117,111.76,111.59,23750599,112.18,111.26,111.7237,154668,2019-02-25 05:00:00
118,111.26,112.36,21536733,113.24,111.17,112.5053,147824,2019-02-26 05:00:00
119,111.69,112.17,21487062,112.36,110.88,111.9128,127157,2019-02-27 05:00:00
120,112.04,112.03,29083934,112.88,111.73,112.1862,136857,2019-02-28 05:00:00
121,112.89,112.53,23501169,113.02,111.665,112.4235,132338,2019-03-01 05:00:00
122,113.02,112.26,26608014,113.25,110.8,112.0564,170808,2019-03-04 05:00:00
123,112.25,111.7,19538318,112.39,111.23,111.7105,117994,2019-03-05 05:00:00
124,111.87,111.75,17686996,112.66,111.43,111.9181,129586,2019-03-06 05:00:00
125,111.4,110.39,25338954,111.55,109.865,110.5109,166523,2019-03-07 05:00:00
126,109.16,110.51,22818430,110.71,108.8,109.7913,159305,2019-03-08 05:00:00
127,110.99,112.83,26491618,112.95,110.98,112.5767,158008,2019-03-11 04:00:00
128,112.82,113.62,26132717,113.99,112.6499,113.5563,160477,2019-03-12 04:00:00
129,114.13,114.5,35513771,115,113.78,114.5093,165840,2019-03-13 04:00:00
130,114.54,114.59,30763367,115.2,114.33,114.696,141671,2019-03-14 04:00:00
131,115.34,115.91,54630661,117.25,114.59,116.0524,209495,2019-03-15 04:00:00
132,116.17,117.57,31207596,117.61,116.05,117.1326,163246,2019-03-18 04:00:00
133,118.09,117.65,37588697,118.44,116.99,117.6494,190255,2019-03-19 04:00:00
134,117.39,117.52,28113343,118.75,116.71,117.5995,178016,2019-03-20 04:00:00
135,117.135,120.22,29854446,120.82,117.09,119.2963,177073,2019-03-21 04:00:00
136,119.5,117.05,33599528,119.59,117.04,117.9472,216928,2019-03-22 04:00:00
137,116.56,117.66,27067117,118.01,116.3224,117.397,191853,2019-03-25 04:00:00
138,118.62,117.91,26097665,118.705,116.85,117.7242,187012,2019-03-26 04:00:00
139,117.875,116.77,22733427,118.21,115.5215,116.7193,165643,2019-03-27 04:00:00
140,117.44,116.93,18334755,117.58,116.13,116.8532,133564,2019-03-28 04:00:00
141,118.07,117.94,25399752,118.32,116.96,117.7111,135651,2019-03-29 04:00:00
142,118.95,119.02,22789103,119.1085,118.1,118.8377,139648,2019-04-01 04:00:00
143,119.06,119.19,18142297,119.48,118.52,119.1019,113157,2019-04-02 04:00:00
144,119.86,119.97,22860744,120.43,119.15,119.8401,145346,2019-04-03 04:00:00
145,120.1,119.36,20112848,120.23,118.38,119.2273,144204,2019-04-04 04:00:00
146,119.39,119.89,15826245,120.23,119.37,119.8557,103321,2019-04-05 04:00:00
147,119.81,119.93,15116186,120.02,118.64,119.6461,104368,2019-04-08 04:00:00
148,118.63,119.28,17611981,119.54,118.58,119.1812,119225,2019-04-09 04:00:00
149,119.76,120.19,16477169,120.35,119.54,120.0469,111589,2019-04-10 04:00:00
150,120.54,120.33,14209121,120.85,119.92,120.2332,112621,2019-04-11 04:00:00
151,120.64,120.95,19745143,120.98,120.37,120.7266,124455,2019-04-12 04:00:00
152,120.94,121.05,15792572,121.58,120.57,121.0318,112378,2019-04-15 04:00:00
153,121.64,120.77,14071787,121.65,120.1,120.9975,111986,2019-04-16 04:00:00
154,121.24,121.77,19300938,121.85,120.54,121.3243,137781,2019-04-17 04:00:00
155,122.19,123.37,27990998,123.52,121.3018,122.6744,162839,2019-04-18 04:00:00
156,122.62,123.76,15648724,124,122.57,123.5817,109054,2019-04-22 04:00:00
157,124.1,125.44,24025521,125.58,123.83,124.9316,167915,2019-04-23 04:00:00
158,125.79,125.01,31256980,125.85,124.52,125.5092,198513,2019-04-24 04:00:00
159,130.06,129.15,37873892,131.37,128.83,129.7507,261735,2019-04-25 04:00:00
160,129.7,129.89,23654933,130.5152,129.02,129.6867,159772,2019-04-26 04:00:00
161,129.9,129.77,16324183,130.18,129.35,129.798,118151,2019-04-29 04:00:00
162,129.81,130.6,24166503,130.7,129.3947,130.2384,157407,2019-04-30 04:00:00
163,130.53,127.88,26821692,130.65,127.7,129.1234,176193,2019-05-01 04:00:00
164,127.98,126.21,27350161,128,125.52,126.5615,215743,2019-05-02 04:00:00
165,127.36,128.9,24911126,129.43,127.25,128.5622,161462,2019-05-03 04:00:00
166,126.39,128.15,24239464,128.56,126.11,127.7852,186210,2019-05-06 04:00:00
167,126.46,125.52,36017661,127.18,124.22,125.4257,282978,2019-05-07 04:00:00
168,125.44,125.51,28407996,126.37,124.75,125.6306,194208,2019-05-08 04:00:00
169,124.29,125.5,27197435,125.79,123.57,124.7066,211709,2019-05-09 04:00:00
170,124.91,127.13,30915084,127.93,123.82,125.9464,245852,2019-05-10 04:00:00
171,124.11,123.35,33944923,125.55,123.04,123.8184,286571,2019-05-13 04:00:00
172,123.87,124.73,25266315,125.88,123.7,124.9585,191848,2019-05-14 04:00:00
173,124.26,126.02,24722708,126.71,123.7,125.6924,187850,2019-05-15 04:00:00
174,126.75,128.93,30112216,129.38,126.46,128.7412,213884,2019-05-16 04:00:00
175,128.305,128.07,25770539,130.46,127.92,128.8576,188553,2019-05-17 04:00:00
176,126.52,126.22,23706934,127.5894,125.7607,126.5523,161872,2019-05-20 04:00:00
177,127.43,126.9,15293260,127.5273,126.58,127.0378,115599,2019-05-21 04:00:00
178,126.62,127.67,15396485,128.24,126.52,127.57,118985,2019-05-22 04:00:00
179,126.2,126.18,23603810,126.29,124.74,125.6866,187282,2019-05-23 04:00:00
180,126.91,126.24,14123358,127.415,125.97,126.5694,115085,2019-05-24 04:00:00
181,126.98,126.16,23128359,128,126.05,126.806,144831,2019-05-28 04:00:00
182,125.38,124.94,22643140,125.39,124.04,124.8637,172866,2019-05-29 04:00:00
183,125.26,125.73,16829613,125.76,124.78,125.3101,134268,2019-05-30 04:00:00
184,124.23,123.68,26646769,124.615,123.32,123.7612,176192,2019-05-31 04:00:00
185,123.85,119.84,37983637,124.37,119.01,120.9505,315885,2019-06-03 04:00:00
186,121.28,123.16,29382642,123.28,120.6522,122.2941,223842,2019-06-04 04:00:00
187,124.95,125.83,24926140,125.87,124.21,125.2254,185851,2019-06-05 04:00:00
188,126.44,127.82,21458961,127.97,125.6,126.8944,152967,2019-06-06 04:00:00
189,129.19,131.4,33885588,132.25,128.26,131.2595,240618,2019-06-07 04:00:00
190,132.4,132.6,26477098,134.08,132,133.0596,203418,2019-06-10 04:00:00
191,133.88,132.1,23913731,134.24,131.2757,132.2526,163000,2019-06-11 04:00:00
192,131.4,131.49,17092464,131.97,130.71,131.2391,136839,2019-06-12 04:00:00
193,131.98,132.32,17200848,132.67,131.56,132.0988,130109,2019-06-13 04:00:00
194,132.26,132.45,17821703,133.79,131.64,132.5202,125537,2019-06-14 04:00:00
195,132.63,132.85,14508185,133.73,132.53,132.9894,106458,2019-06-17 04:00:00
196,134.19,135.16,25934458,135.24,133.57,134.8074,209168,2019-06-18 04:00:00
197,135,135.69,23744441,135.93,133.81,135.0506,165317,2019-06-19 04:00:00
198,137.45,136.95,33042587,137.66,135.72,136.7466,200157,2019-06-20 04:00:00
199,136.58,136.97,36727892,137.73,136.46,136.998,175878,2019-06-21 04:00:00
200,137,137.78,20628841,138.4,137,137.8217,135770,2019-06-24 04:00:00
201,137.25,133.43,33327420,137.59,132.73,134.3793,261084,2019-06-25 04:00:00
202,134.35,133.93,23657745,135.74,133.6,134.5203,165662,2019-06-26 04:00:00
203,134.14,134.15,16557482,134.71,133.51,134.1368,127576,2019-06-27 04:00:00
204,134.57,133.96,30042969,134.6,133.1558,133.8043,142931,2019-06-28 04:00:00
205,136.63,135.68,22654160,136.7,134.97,135.7229,172751,2019-07-01 04:00:00
206,136.12,136.58,15237843,136.59,135.34,136.0982,140664,2019-07-02 04:00:00
207,136.8,137.46,13629296,137.74,136.295,137.1935,100839,2019-07-03 04:00:00
208,135.94,137.06,18141140,137.33,135.72,136.5848,138765,2019-07-05 04:00:00
209,136.4,136.96,16779748,137.1,135.3701,136.4119,127681,2019-07-08 04:00:00
210,136,136.46,19953097,136.97,135.8,136.4474,139628,2019-07-09 04:00:00
211,137.13,137.85,24204362,138.58,137.02,137.7554,155042,2019-07-10 04:00:00
212,138.2,138.4,22308942,139.22,137.87,138.4793,165859,2019-07-11 04:00:00
213,138.85,138.9,18936832,139.13,138.0099,138.7638,134851,2019-07-12 04:00:00
214,139.44,138.9,16651457,139.54,138.46,138.8712,127543,2019-07-15 04:00:00
215,138.96,137.08,22726128,139.05,136.52,137.3667,172111,2019-07-16 04:00:00
216,137.7,136.27,20210956,137.93,136.22,137.0052,146048,2019-07-17 04:00:00
217,135.55,136.42,30773707,136.62,134.67,136.0649,232582,2019-07-18 04:00:00
218,140.22,136.62,48992364,140.67,136.45,138.2755,338252,2019-07-19 04:00:00
219,137.41,138.43,25080760,139.19,137.33,138.4063,170373,2019-07-22 04:00:00
220,139.76,139.29,18034589,139.99,138.03,138.87,134742,2019-07-23 04:00:00
221,138.9,140.72,20738275,140.74,138.85,140.0648,137831,2019-07-24 04:00:00
222,140.43,140.19,18356883,140.61,139.3215,140.1015,146680,2019-07-25 04:00:00
223,140.37,141.34,19037600,141.675,140.3,141.1647,122525,2019-07-26 04:00:00
224,141.5,141.03,16605870,141.51,139.3663,140.6772,123133,2019-07-29 04:00:00
225,140.14,140.35,16846528,141.2199,139.8005,140.556,114240,2019-07-30 04:00:00
226,140.33,136.27,38598786,140.49,135.08,137.7819,271994,2019-07-31 04:00:00
227,137,138.06,40557502,140.9383,136.93,138.9988,321336,2019-08-01 04:00:00
228,138.09,136.9,30791624,138.32,135.26,136.3743,244993,2019-08-02 04:00:00
229,133.3,132.21,42749551,133.9298,130.78,132.5302,331409,2019-08-05 04:00:00
230,133.8,134.69,32696651,135.68,133.21,134.3967,237995,2019-08-06 04:00:00
231,133.79,135.28,33414539,135.65,131.8284,134.4,240547,2019-08-07 04:00:00
232,136.6,138.89,27496508,138.99,135.93,138.0571,183288,2019-08-08 04:00:00
233,138.61,137.71,23466701,139.38,136.46,137.7565,173383,2019-08-09 04:00:00
234,137.07,135.79,20484348,137.86,135.24,136.266,144470,2019-08-12 04:00:00
235,136.05,138.6,25496593,138.8,135,138.1002,204661,2019-08-13 04:00:00
236,136.36,133.98,32527251,136.92,133.67,134.6245,228362,2019-08-14 04:00:00
237,134.39,133.68,28035416,134.58,132.25,133.5045,210629,2019-08-15 04:00:00
238,134.88,136.13,25026151,136.46,134.72,135.7616,156841,2019-08-16 04:00:00
239,137.855,138.41,24370543,138.55,136.885,138.0571,157806,2019-08-19 04:00:00
240,138.21,137.26,21158398,138.71,137.24,137.7411,129614,2019-08-20 04:00:00
241,138.55,138.79,14982314,139.4935,138,138.7846,116471,2019-08-21 04:00:00
242,138.66,137.78,18709662,139.2,136.29,137.6093,134792,2019-08-22 04:00:00
243,137.1897,133.39,38515386,138.35,132.8,134.5182,289935,2019-08-23 04:00:00
244,134.99,135.45,20325271,135.56,133.9,134.9855,147288,2019-08-26 04:00:00
245,136.39,135.74,23106835,136.72,134.66,135.8088,151482,2019-08-27 04:00:00
246,134.88,135.56,17410828,135.76,133.55,135.0154,134512,2019-08-28 04:00:00
247,137.25,138.12,20161716,138.44,136.91,137.9725,151711,2019-08-29 04:00:00
248,139.15,137.86,23946123,139.18,136.27,137.5733,149853,2019-08-30 04:00:00
249,136.61,136.04,18880773,137.2,135.7,136.2774,145241,2019-09-03 04:00:00
250,137.3,137.63,18015310,137.69,136.48,137.2819,135143,2019-09-04 04:00:00
