WTER,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
300,15.3,14.91,38668.7333,15.45,14.25,14.799,1255,2020-02-20 05:00:00
301,15,14.7735,20832.1333,15.15,14.7,14.9625,865,2020-02-21 05:00:00
302,14.4225,14.1615,38689.6,14.55,13.8,14.1015,1510,2020-02-24 05:00:00
303,13.8015,12.951,50168.4,14.55,11.8575,13.128,2107,2020-02-25 05:00:00
304,13.8,13.485,26788.8,14.1,12.825,13.554,1233,2020-02-26 05:00:00
305,12.45,12.3,51892.6667,13.35,11.301,12.036,2145,2020-02-27 05:00:00
306,11.4,13.65,34915.0667,13.9425,11.4,12.3105,1445,2020-02-28 05:00:00
307,13.35,13.7475,21332.6667,15,12.675,13.6065,998,2020-03-02 05:00:00
308,14.25,13.4865,10255.2667,14.25,13.2015,13.8105,659,2020-03-03 05:00:00
309,14.1,14.1,10278.4667,14.1,13.65,13.869,635,2020-03-04 05:00:00
310,13.95,13.062,13720.9333,14.1,13.05,13.6635,656,2020-03-05 05:00:00
311,13.062,12.75,13930.4,13.2,12.75,12.942,765,2020-03-06 05:00:00
312,12.6,10.6665,32611.8667,12.7185,10.503,11.586,1316,2020-03-09 04:00:00
313,10.8,11.5365,18672.1333,12.564,10.8,11.4795,837,2020-03-10 04:00:00
314,11.469,11.025,16834.7333,12.1485,10.5015,10.9815,721,2020-03-11 04:00:00
315,10.35,10.2,28026.9333,10.5,9.75,9.957,982,2020-03-12 04:00:00
316,11.8575,9.45,34160.4,11.8575,8.55,9.588,1225,2020-03-13 04:00:00
317,9,7.5,105768.3333,9.3,6.5325,8.0625,2374,2020-03-16 04:00:00
318,8.55,7.593,37642.5333,8.55,6.9015,7.515,1661,2020-03-17 04:00:00
319,7.9005,6.45,49052.6667,7.9298,6.15,6.705,1503,2020-03-18 04:00:00
320,6.45,7.05,41422.4667,7.1985,6,6.678,1382,2020-03-19 04:00:00
321,8.1,7.4985,49511.4667,8.25,7.2,7.6455,1848,2020-03-20 04:00:00
322,8.1525,6.8415,32877.6667,8.25,6.6165,7.0995,1148,2020-03-23 04:00:00
323,7.35,8.1,26083.3333,8.25,7.1835,7.761,1127,2020-03-24 04:00:00
324,8.25,8.0985,53430.2,10.149,7.95,8.4945,2524,2020-03-25 04:00:00
325,7.95,9.27,35593.2,9.375,7.833,8.3505,1536,2020-03-26 04:00:00
326,7.95,9.4515,25735.9333,9.6,7.95,8.844,961,2020-03-27 04:00:00
327,9.63,9.3,23353.0667,10.149,9,9.5865,838,2020-03-30 04:00:00
328,9.45,9,10482.4,9.6555,9,9.105,543,2020-03-31 04:00:00
329,8.55,8.475,13308.2667,9,8.1,8.4435,541,2020-04-01 04:00:00
330,8.25,8.0055,22210.9333,9,7.68,8.067,807,2020-04-02 04:00:00
331,7.8,8.3445,9548.5333,8.4,7.8,8.085,683,2020-04-03 04:00:00
332,8.7615,8.2005,16466.8667,8.814,7.95,8.3325,925,2020-04-06 04:00:00
333,8.25,8.61,14958.0667,8.7,8.205,8.433,626,2020-04-07 04:00:00
334,9,8.85,13808,9,8.43,8.724,683,2020-04-08 04:00:00
335,9.3,10.2,37194.5333,10.3485,8.85,9.738,1082,2020-04-09 04:00:00
336,11.4,11.25,22177.0667,11.7,10.2,10.6395,1095,2020-04-13 04:00:00
337,11.655,13.035,49694.2667,14.2215,11.655,12.8805,2082,2020-04-14 04:00:00
338,13.4625,13.35,31935.2667,13.5,11.43,12.243,1531,2020-04-15 04:00:00
339,13.2,12.3225,16891.4,13.3485,12,12.5295,1188,2020-04-16 04:00:00
340,12.6,13.2435,21426.6,13.245,11.4,12.3825,1204,2020-04-17 04:00:00
341,13.986,16.8,304590.7333,20.1,13.5,16.7205,9646,2020-04-20 04:00:00
342,16.65,15.6,54139,16.797,15,15.6675,2118,2020-04-21 04:00:00
343,15.6,16.8,279258.5333,18.75,15.3,17.421,8149,2020-04-22 04:00:00
344,16.65,16.2,62153.2667,17.55,16.05,16.8375,2115,2020-04-23 04:00:00
345,16.5,16.2,20713.4,16.5,15.9,16.0455,958,2020-04-24 04:00:00
346,15.3,15.15,145083.3333,16.05,13.5,14.625,2966,2020-04-27 04:00:00
347,16.5,14.7405,73181.1333,16.65,13.35,14.8635,1921,2020-04-28 04:00:00
348,14.94,15,20421.0667,15.45,14.4,14.8155,1110,2020-04-29 04:00:00
349,15.9,15,50064.3333,15.9,15,15.393,1334,2020-04-30 04:00:00
350,15.6,14.328,31290.9333,15.6,14.328,14.634,1259,2020-05-01 04:00:00
351,13.5,13.755,28777.8,14.25,13.5,13.815,840,2020-05-04 04:00:00
352,14.1,13.6575,16386.1333,14.25,13.65,14.001,908,2020-05-05 04:00:00
353,13.9335,13.65,17363.4667,13.95,13.35,13.599,691,2020-05-06 04:00:00
354,13.74,13.725,18351.0667,14.025,13.509,13.857,738,2020-05-07 04:00:00
355,13.5,14.427,25627.2,14.85,13.5,14.451,1391,2020-05-08 04:00:00
356,14.55,13.65,19784.7333,14.658,13.425,13.836,1079,2020-05-11 04:00:00
357,13.812,14.1375,23379.7333,14.5485,13.65,14.286,1334,2020-05-12 04:00:00
358,15,13.833,19084.0667,15,13.5,13.935,916,2020-05-13 04:00:00
359,13.575,13.5405,23551.5333,14.1,13.05,13.4415,895,2020-05-14 04:00:00
360,13.2,13.7175,11034.3333,13.8,13.2,13.611,697,2020-05-15 04:00:00
361,14.55,14.475,37230.9333,14.97,14.25,14.568,1314,2020-05-18 04:00:00
362,14.7825,15.15,79082.6667,15.9,14.5515,15.4305,2163,2020-05-19 04:00:00
363,15.45,16.5,47120.1333,16.95,15.3,16.1445,1587,2020-05-20 04:00:00
364,16.65,16.35,47058.9333,17.4,16.2,16.6665,1665,2020-05-21 04:00:00
365,16.65,16.5,21278.2667,16.65,15.3,15.846,1042,2020-05-22 04:00:00
366,16.2,16.5,30665.2667,16.95,15.45,16.1925,1352,2020-05-26 04:00:00
367,17.55,16.65,62547.0667,17.9985,15.9015,17.286,2203,2020-05-27 04:00:00
368,16.65,17.1,42812.4,18.3,16.5,17.3025,1893,2020-05-28 04:00:00
369,17.4,16.8,29031.1333,17.7,16.5,17.0085,1514,2020-05-29 04:00:00
370,16.95,17.25,24106.6667,17.5845,16.5,17.289,1100,2020-06-01 04:00:00
371,17.55,18.9,64101.6,19.2,17.4,18.468,2030,2020-06-02 04:00:00
372,19.65,20.7,159067.3333,22.5,19.35,21.0225,4478,2020-06-03 04:00:00
373,21.75,20.25,56778.8667,21.75,19.5,20.343,2058,2020-06-04 04:00:00
374,21.15,20.25,66129.6667,21.15,19.05,20.0145,1893,2020-06-05 04:00:00
375,20.85,21.3,63898.7333,21.6,19.65,20.6475,2440,2020-06-08 04:00:00
376,21,20.1,38621.7333,21,19.5,20.1255,1742,2020-06-09 04:00:00
377,20.4,19.95,27960,20.85,19.1355,19.722,1230,2020-06-10 04:00:00
378,18.45,17.4,57301.8,19.05,16.5,17.679,1794,2020-06-11 04:00:00
379,18,19.05,57312,19.95,18,18.8115,2133,2020-06-12 04:00:00
380,18.9,19.95,55080.2,20.25,18.45,19.476,1893,2020-06-15 04:00:00
381,21.45,20.1,116844.0667,21.75,19.5,20.8395,4168,2020-06-16 04:00:00
382,25.65,22.8,512775.2,27,22.2,25.521,19041,2020-06-17 04:00:00
383,24.45,24.3,166550.6667,25.875,23.85,24.6345,6059,2020-06-18 04:00:00
384,25.65,23.25,127962.3333,25.65,22.95,23.7915,5326,2020-06-19 04:00:00
385,24.3,24.375,124223.3333,26.1,23.85,24.9,5430,2020-06-22 04:00:00
386,24.492,24.3,72810.7333,25.8,24,24.795,3448,2020-06-23 04:00:00
387,24.3,25.5,95361.5333,25.5,23.4,24.516,3911,2020-06-24 04:00:00
388,25.35,25.05,69418.3333,25.5,24.1515,24.837,3452,2020-06-25 04:00:00
389,25.2,23.4,60330.3333,25.2,23.4,23.997,2927,2020-06-26 04:00:00
390,23.25,21.15,105521.3333,23.7,20.85,21.8625,4106,2020-06-29 04:00:00
391,22.5,21.45,65664.7333,22.65,21.15,21.7155,3118,2020-06-30 04:00:00
392,22.8,24,120102.6667,25.2,21.9,23.4945,4823,2020-07-01 04:00:00
393,25.65,24.9,131118.4667,26.25,24.45,25.02,4590,2020-07-02 04:00:00
394,24.9,31.2,376058.9333,31.35,24.75,28.245,10865,2020-07-06 04:00:00
395,29.7,30.3,147209.6667,30.75,27.6,29.5575,5679,2020-07-07 04:00:00
396,30.9,36.75,397337.4,36.75,30.45,34.245,15329,2020-07-08 04:00:00
397,36.15,33.3,285096.8,37.5,31.05,33.981,11839,2020-07-09 04:00:00
398,33.15,35.25,108973,35.7,32.55,34.596,4687,2020-07-10 04:00:00
399,36,33.6,242618.4667,39,32.55,35.997,9467,2020-07-13 04:00:00
400,33.15,31.95,155650.1333,34.35,30.3015,31.8525,5186,2020-07-14 04:00:00
401,32.55,34.05,110020.4,34.05,30.9,32.757,4474,2020-07-15 04:00:00
402,34.05,34.5,81760.5333,34.65,32.25,33.714,3484,2020-07-16 04:00:00
403,34.5,34.5,78088.4,35.3745,33.75,34.5585,3468,2020-07-17 04:00:00
404,34.65,33.75,100364.1333,35.25,33,33.897,3948,2020-07-20 04:00:00
405,33.75,35.55,177401.6,37.35,33.6015,35.9175,6700,2020-07-21 04:00:00
406,36,34.05,85310.2667,36.45,33.45,34.344,4512,2020-07-22 04:00:00
407,34.5,35.1,108390.8,35.1,33.75,34.3635,4717,2020-07-23 04:00:00
408,33.3,32.85,127095.4,34.5,32.25,33.171,4883,2020-07-24 04:00:00
409,32.7,29.7,188646.2667,33.525,28.65,31.3245,6756,2020-07-27 04:00:00
410,30,32.4,111497.8667,33,29.4,31.863,3792,2020-07-28 04:00:00
411,32.85,30.9,60884,33,30.6,31.4805,2561,2020-07-29 04:00:00
412,30.9,31.95,72743.7333,32.55,29.7,31.2105,3067,2020-07-30 04:00:00
413,31.2,30.3,79770.4667,31.8,29.4,30.387,3049,2020-07-31 04:00:00
414,30.45,28.5,98338.7333,30.6,28.5,29.4405,3940,2020-08-03 04:00:00
415,28.5,29.25,62964.5333,30,28.5,28.989,2291,2020-08-04 04:00:00
416,29.4,29.25,50189.8,29.775,28.8,29.277,2172,2020-08-05 04:00:00
417,29.25,27.3,91290.3333,29.4,27.15,27.9285,3228,2020-08-06 04:00:00
418,27.15,27.3,145266.9333,27.45,24,25.704,5500,2020-08-07 04:00:00
419,27.75,25.65,75568.5333,28.05,25.5,26.28,3064,2020-08-10 04:00:00
420,25.5,24.45,107962.2,25.95,24.3,24.8445,4539,2020-08-11 04:00:00
421,25.5,26.85,70339.1333,27.075,24.6,26.2215,2734,2020-08-12 04:00:00
422,27.15,28.05,74956.5333,28.2,26.4,27.4125,2936,2020-08-13 04:00:00
423,28.05,25.8,93003.4667,28.2,25.5,26.301,4022,2020-08-14 04:00:00
424,25.5,25.8,63937.9333,26.4,24.45,25.6095,3169,2020-08-17 04:00:00
425,26.1,25.65,48988.7333,26.4,24.9015,25.866,2412,2020-08-18 04:00:00
426,25.8,25.05,56497.4,26.25,24.3,25.023,2488,2020-08-19 04:00:00
427,24.6,25.2,28744.6,25.35,24.6,24.978,1451,2020-08-20 04:00:00
428,24.75,23.175,106088.1333,25.05,22.8,23.6685,3770,2020-08-21 04:00:00
429,22.95,22.95,61798.9333,23.55,22.2,22.893,2454,2020-08-24 04:00:00
430,22.05,21.15,95168.4,22.275,21,21.417,3384,2020-08-25 04:00:00
431,21.45,23.55,315962.8,26.85,21.45,24.5565,10623,2020-08-26 04:00:00
432,23.4,22.65,86361.9333,23.4,21.3,22.119,3812,2020-08-27 04:00:00
433,22.5,21.9,56714.3333,22.8,21.45,22.0785,3276,2020-08-28 04:00:00
434,21.75,22.35,102765.1333,22.875,20.25,21.303,4455,2020-08-31 04:00:00
435,22.35,22.8,88109.1333,23.1,21,22.2705,3907,2020-09-01 04:00:00
436,22.95,22.65,55939.6,22.95,21.6,22.1955,3037,2020-09-02 04:00:00
437,22.35,20.7,65429.1333,22.617,20.4,21.279,2585,2020-09-03 04:00:00
438,21,21.45,63885.2,21.6,19.5,20.7765,2279,2020-09-04 04:00:00
439,21.45,20.55,53561.4667,21.576,20.25,20.805,2600,2020-09-08 04:00:00
440,21,20.85,40712.1333,21.15,20.25,20.6925,1975,2020-09-09 04:00:00
441,20.55,20.55,31505.4667,21.15,20.1,20.571,1593,2020-09-10 04:00:00
442,20.7,19.95,54181.7333,20.7,19.05,19.8405,2072,2020-09-11 04:00:00
443,20.25,20.7,50139.9333,21,19.35,20.097,2461,2020-09-14 04:00:00
444,21,19.95,84087.0667,21.75,19.8,20.8485,4196,2020-09-15 04:00:00
445,20.1,20.4,67313.2667,21.3,20.1,20.6325,3178,2020-09-16 04:00:00
446,21.15,20.55,72437.3333,21.45,20.4,21,3403,2020-09-17 04:00:00
447,21,20.4,82042.8667,21.4485,19.575,20.388,4343,2020-09-18 04:00:00
448,20.4,20.7,52191.1333,20.85,19.8,20.3535,2519,2020-09-21 04:00:00
449,20.4,19.5,74135.0667,20.7,19.5,19.854,3668,2020-09-22 04:00:00
450,19.8,18.45,89920.5333,20.1,18.3,18.9585,3607,2020-09-23 04:00:00
451,18.6,18.15,80743,18.75,17.4,18.0495,3720,2020-09-24 04:00:00
452,18.15,18.75,48809.6,18.975,18,18.591,3631,2020-09-25 04:00:00
453,19.05,19.5,77474.8667,20.1,18.9,19.4505,4777,2020-09-28 04:00:00
454,20.4,19.05,163032.0667,22.35,18.75,20.082,6506,2020-09-29 04:00:00
455,20.1,18.9,77079.1333,20.85,18.9,19.572,4330,2020-09-30 04:00:00
456,19.35,20.4,150854.0667,21.6,19.2,20.4315,5884,2020-10-01 04:00:00
457,20.4,20.25,105678.2,21.6,19.8,20.472,4319,2020-10-02 04:00:00
458,21.267,21,107819.1333,21.6,20.55,21.1335,4709,2020-10-05 04:00:00
459,21.45,19.95,89920.2,21.6,19.65,20.3955,4753,2020-10-06 04:00:00
460,20.85,21.15,121222.8,22.2,20.4105,21.4575,4883,2020-10-07 04:00:00
461,21.75,21.75,99869.5333,22.8,21,21.831,3717,2020-10-08 04:00:00
462,21.9,22.2,106946.4,23.1,21.9,22.44,4432,2020-10-09 04:00:00
463,23.25,23.25,106458.4667,24,22.95,23.478,4272,2020-10-12 04:00:00
464,24,24.3,198162.9333,26.025,23.1,24.612,7234,2020-10-13 04:00:00
465,24.9,24.15,105108.3333,24.9,23.4,24.078,4788,2020-10-14 04:00:00
466,23.7,25.2,87355.8,25.2,23.4,24.3495,4247,2020-10-15 04:00:00
467,25.5,24.45,175062.0667,26.85,24.3,25.5705,6207,2020-10-16 04:00:00
468,25.05,24.225,104836.4667,25.35,24,24.645,3696,2020-10-19 04:00:00
469,24.15,24,90045.2,24.75,23.25,23.784,3171,2020-10-20 04:00:00
470,23.7,22.35,99411.2667,24,21.825,22.8585,3380,2020-10-21 04:00:00
471,22.05,21.9,90670.8667,22.125,21,21.552,3687,2020-10-22 04:00:00
472,21.75,21.75,44154.0667,22.5,21.45,21.8025,2231,2020-10-23 04:00:00
473,21.75,20.1,78903.4667,21.75,19.95,20.5095,2701,2020-10-26 04:00:00
474,20.1,20.1,49040.7333,20.9985,19.8,20.0895,1785,2020-10-27 04:00:00
475,19.5,18.75,72604.4,19.65,18.45,18.966,2722,2020-10-28 04:00:00
476,18.9,19.5,92509,21.75,18.45,19.491,3818,2020-10-29 04:00:00
477,19.2,18.75,69208,19.35,18.3,18.609,2812,2020-10-30 04:00:00
478,18.6,19.05,40356.3333,19.35,18.6,18.8475,2095,2020-11-02 05:00:00
479,19.35,19.65,29455.2667,20.1,19.086,19.713,1458,2020-11-03 05:00:00
480,19.8,19.2,25761.6667,19.8,19.05,19.3095,1159,2020-11-04 05:00:00
481,19.5,20.1,43263.8667,20.1,19.2,19.71,2285,2020-11-05 05:00:00
482,19.8,22.35,287600.3333,23.25,19.5,21.732,9435,2020-11-06 05:00:00
483,22.95,20.55,126094.6667,23.25,20.1,21.0165,5179,2020-11-09 05:00:00
484,21,20.25,39297.0667,21,20.25,20.367,1452,2020-11-10 05:00:00
485,20.4,20.4,113825.4,21.225,19.65,20.5245,3740,2020-11-11 05:00:00
486,20.1,19.2,101925.4,20.55,18.9,19.5255,4026,2020-11-12 05:00:00
487,19.65,19.05,80909.6,19.65,18.75,19.1145,2646,2020-11-13 05:00:00
488,20.049,19.95,175318.4667,20.4,19.2,18.906,5293,2020-11-16 05:00:00
489,16.8,16.95,319873.8,17.25,16.2,16.734,9784,2020-11-17 05:00:00
490,16.65,16.35,140032.3333,17.25,16.2,16.602,4802,2020-11-18 05:00:00
491,16.5,16.35,121185.1333,16.8,15.99,16.3005,3797,2020-11-19 05:00:00
492,16.5,16.65,61858.8,16.65,16.05,16.431,2476,2020-11-20 05:00:00
493,17.1,16.35,95176.4667,17.1,16.2,16.4475,3979,2020-11-23 05:00:00
494,16.8,18,310273.9333,18.45,16.5,17.2365,8041,2020-11-24 05:00:00
495,18.15,17.55,115059.5333,18.3,17.25,17.658,4725,2020-11-25 05:00:00
496,17.4,17.85,125113.7333,18.525,17.1,17.7945,3707,2020-11-27 05:00:00
497,18,17.85,250568.8667,18.75,17.25,18.012,7572,2020-11-30 05:00:00
498,18.15,16.95,167208.8,18.15,16.65,17.172,5092,2020-12-01 05:00:00
499,17.1,16.8,109981.2,17.25,16.425,16.6905,3345,2020-12-02 05:00:00
500,16.95,16.2,143727.4,17.1,15.9,16.257,4323,2020-12-03 05:00:00
501,16.35,16.35,209688.5333,16.65,15.45,16.056,5197,2020-12-04 05:00:00
502,16.2,15.6,128748.6,16.2,15.3,15.7275,3868,2020-12-07 05:00:00
503,15.6,16.65,264266.3333,17.55,15.6,16.557,6683,2020-12-08 05:00:00
504,16.65,16.2,127697.6,17.1,15.75,16.4745,3700,2020-12-09 05:00:00
505,16.2,16.2,65138.8,16.425,15.9,16.131,2615,2020-12-10 05:00:00
506,16.2,15.9,86523.9333,16.2,15.75,15.993,3326,2020-12-11 05:00:00
507,16.65,16.5,91210.6,16.8,16.2,16.4415,3928,2020-12-14 05:00:00
508,16.245,15.9,80865.4,16.5,15.75,16.0455,3406,2020-12-15 05:00:00
509,16.2,15.9,95699.7333,16.35,15.6,15.84,3266,2020-12-16 05:00:00
510,15.75,16.05,73917.8,16.2,15.6,16.0635,4318,2020-12-17 05:00:00
511,16.05,15.45,75357.9333,16.05,15.45,15.798,3113,2020-12-18 05:00:00
512,15.6,16.05,94698.4667,16.2,15.45,15.9465,4351,2020-12-21 05:00:00
513,15.75,15.75,71819.5333,16.2,15.6,15.8115,3489,2020-12-22 05:00:00
514,15.6,16.05,260322.7333,17.55,15.45,16.1745,7192,2020-12-23 05:00:00
515,16.05,15.75,38337.6667,16.35,15.6,15.942,1533,2020-12-24 05:00:00
516,16.4325,15.6,88959.4,16.4325,15.45,15.7185,2848,2020-12-28 05:00:00
517,15.6,15.3,112260.5333,15.747,15.15,15.279,3383,2020-12-29 05:00:00
518,15.15,15,79764.1333,15.3,15,15.1695,2980,2020-12-30 05:00:00
519,15,15.15,154820.6,15.45,15,15.1065,2966,2020-12-31 05:00:00
520,15.15,14.508,154243.5333,15.3,13.95,14.4105,4905,2021-01-04 05:00:00
521,14.55,14.967,75716.2667,15,14.274,14.6985,2499,2021-01-05 05:00:00
522,14.85,15.3,156154.7333,16.2,14.85,15.5715,3883,2021-01-06 05:00:00
523,15.6,15.9,66633.8667,15.9,15.45,15.7005,2249,2021-01-07 05:00:00
524,15.75,15.75,76823.0667,15.975,15,15.6075,2923,2021-01-08 05:00:00
525,15.45,16.5,277411.9333,16.8,15.15,16.242,6176,2021-01-11 05:00:00
526,16.95,16.2,89906.6,16.95,16.05,16.407,3252,2021-01-12 05:00:00
527,16.5585,16.2,60433,16.5585,15.9,16.0365,2491,2021-01-13 05:00:00
528,16.05,16.8,119734.1333,16.95,15.9,16.6725,4211,2021-01-14 05:00:00
529,16.95,16.8,102081,17.1,15.9,16.3815,3691,2021-01-15 05:00:00
530,16.65,16.65,149804.6,16.95,15.9,16.449,4738,2021-01-19 05:00:00
531,17.4,16.95,185583.6,17.55,16.2,16.938,7320,2021-01-20 05:00:00
532,17.25,17.25,113729.4,17.4,16.8,17.1735,4723,2021-01-21 05:00:00
533,17.1,18.6,446671.2667,20.1,16.95,18.5535,11254,2021-01-22 05:00:00
534,19.5,20.1,314310.5333,21.3,18.6,20.13,9460,2021-01-25 05:00:00
535,20.1,19.35,168575.1333,20.397,18.45,19.1565,5854,2021-01-26 05:00:00
536,19.35,18.9,161977.4,19.5,18.45,19.062,6120,2021-01-27 05:00:00
537,18,18,145492.6,18.3,16.95,17.7915,5939,2021-01-28 05:00:00
538,17.7,18,99263.9333,19.05,16.95,18.2085,4140,2021-01-29 05:00:00
539,18,17.85,78546.4667,18.15,17.25,17.718,3622,2021-02-01 05:00:00
540,18,18.9,127702.6,18.9,17.55,18.3765,5176,2021-02-02 05:00:00
541,19.05,19.2,202074.9333,20.4,18.75,19.6095,5707,2021-02-03 05:00:00
542,19.05,19.5,104099.1333,19.5,18.3,19.0455,2965,2021-02-04 05:00:00
543,19.8,19.05,87810.0667,19.95,19.05,19.485,4027,2021-02-05 05:00:00
544,19.5,20.85,166734.9333,20.85,19.35,20.217,5560,2021-02-08 05:00:00
545,20.55,22.95,563555.7333,25.2,20.55,22.965,16772,2021-02-09 05:00:00
546,24.6,21.3,343038.6667,24.9,20.55,21.951,11581,2021-02-10 05:00:00
547,23.25,21,237894.7333,23.7,20.55,21.4875,8374,2021-02-11 05:00:00
548,20.55,20.55,152026.1333,21.75,20.25,20.8035,5848,2021-02-12 05:00:00
549,21,21.375,249271.2,22.2,20.85,21.837,8692,2021-02-16 05:00:00
550,22.35,20.25,340617.4,23.25,20.25,21.6555,12511,2021-02-17 05:00:00
551,20.55,18.75,195355.5333,20.7,18.75,19.6605,7118,2021-02-18 05:00:00
552,19.05,18.9,100698.3333,20.25,18.9,19.527,4018,2021-02-19 05:00:00
553,19.4415,19.5,159236.1333,21,19.05,20.1555,5588,2021-02-22 05:00:00
554,19.5,18.15,232827.9333,19.5,17.1,18.0855,6856,2021-02-23 05:00:00
555,18.9,18.75,114286.8,18.975,18.15,18.5925,4048,2021-02-24 05:00:00
556,18.75,18,119324.4,19.35,17.7,18.408,4070,2021-02-25 05:00:00
557,17.9685,17.25,104497.0667,17.9685,17.1,17.481,3463,2021-02-26 05:00:00
558,17.7,18.3,50659,18.3,17.55,18.0195,2140,2021-03-01 05:00:00
559,18.6,18.15,55512.0667,19.05,18,18.585,2081,2021-03-02 05:00:00
560,18.3165,17.55,111057.8667,18.45,17.25,17.5965,3496,2021-03-03 05:00:00
561,16.95,16.8,189931.2667,17.55,15.75,16.6755,5027,2021-03-04 05:00:00
562,16.8,16.5,120903.8667,17.1,15.3,15.9075,4024,2021-03-05 05:00:00
563,16.5,16.65,55802.7333,16.8,16.2,16.4715,2236,2021-03-08 05:00:00
564,16.65,18.9,254973.4,19.05,16.35,17.9655,5784,2021-03-09 05:00:00
565,18.1545,18,93598.6,18.9,18,18.4245,3313,2021-03-10 05:00:00
566,18.15,18.3,52558.8667,18.6,18,18.2595,2277,2021-03-11 05:00:00
567,18,18,85099.0667,18.3,17.25,17.7555,3208,2021-03-12 05:00:00
568,17.8335,18.15,64174.6,18.45,17.7,18.0495,3009,2021-03-15 04:00:00
569,18,16.95,110026.7333,18.15,16.8,17.295,4405,2021-03-16 04:00:00
570,16.95,17.4,77163.4667,17.7,16.5,17.0595,2635,2021-03-17 04:00:00
571,17.4,16.95,62778.8667,17.472,16.5,16.8765,2646,2021-03-18 04:00:00
572,17.022,16.8,46972.6,17.25,16.65,16.9485,2107,2021-03-19 04:00:00
573,16.8,16.8,37124.7333,17.25,16.65,16.914,1569,2021-03-22 04:00:00
574,16.8,16.8,36287.4,17.25,16.8,16.983,1931,2021-03-23 04:00:00
575,16.9875,16.8,61350.2667,17.55,16.65,16.9815,2876,2021-03-24 04:00:00
576,16.65,16.8,74842.7333,16.95,16.05,16.476,2583,2021-03-25 04:00:00
577,16.8,16.95,46753,16.95,16.3515,16.701,1913,2021-03-26 04:00:00
578,17.25,16.5,63311.1333,17.4,16.35,16.731,2127,2021-03-29 04:00:00
579,16.35,16.2,64397.2,16.65,15.9,16.2795,2394,2021-03-30 04:00:00
580,16.05,16.35,32830,16.65,16.05,16.3575,1899,2021-03-31 04:00:00
581,16.5,16.2,83639,16.65,15.75,16.14,3455,2021-04-01 04:00:00
582,16.35,16.35,58582.6,16.5,16.05,16.248,2382,2021-04-05 04:00:00
583,16.35,16.2,48881.7333,16.5,15.9,16.14,1890,2021-04-06 04:00:00
584,16.2,15.6,74612.8667,16.2,15.6,15.8565,2619,2021-04-07 04:00:00
585,15.6,16.2,94114.6667,16.5,15.6,16.1025,2844,2021-04-08 04:00:00
586,16.05,16.2,42467.7333,16.2,15.9,16.0545,1744,2021-04-09 04:00:00
587,16.35,15.9,43557.6667,16.5,15.6,15.888,2672,2021-04-12 04:00:00
588,15.9,15.6,60608.1333,15.9,15.3,15.489,2508,2021-04-13 04:00:00
589,15.3,15.45,45046.8,15.75,15.3,15.4485,2170,2021-04-14 04:00:00
590,15.45,15.3,61697,15.5985,15.15,15.258,2185,2021-04-15 04:00:00
591,15.15,15.45,103304.8,15.45,14.403,14.976,3764,2021-04-16 04:00:00
592,15.6,15.3,44267.8,15.624,15,15.2385,2460,2021-04-19 04:00:00
593,15.15,14.742,99045.3333,15.3,14.55,14.793,3766,2021-04-20 04:00:00
