AMPUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
484,0.00308,0.00305,77322116.4504861,1.2929,0.00304,0.0038,5014,2022-12-29
485,0.00307,0.00305,190246969.220606,1.359,0.00301,0.0032,5824,2022-12-30
486,0.00304,0.00303,128542644.700911,1.3402,0.00299,0.0034,5166,2022-12-31
487,0.00303,1.3705,53216278.8397177,1.3804,0.00302,0.0031,3437,2023-01-01
488,0.0031,0.00312,62648753.600238,1.4786,0.00308,0.0039,4638,2023-01-02
489,0.00313,0.0031,61842428.9406413,1.4551,0.00308,0.0044,5090,2023-01-03
490,0.0031,0.00311,110019581.74859,1.3741,0.00309,0.0034,5706,2023-01-04
491,1.3635,0.00314,86120938.074385,1.3889,0.00311,0.0034,5093,2023-01-05
492,0.00314,0.00324,144071066.963771,1.4352,0.00312,0.0033,5859,2023-01-06
493,0.00323,0.0032,72139584.8625059,1.6974,0.00318,0.0043,5306,2023-01-07
494,0.0032,0.0033,91891712.6434283,1.6112,0.00318,0.0039,5120,2023-01-08
495,0.00331,0.00345,260482052.195778,1.6425,0.00329,0.0035,8473,2023-01-09
496,0.00346,0.00346,124992972.270655,1.6207,0.00342,0.0036,6225,2023-01-10
497,0.00344,0.00354,146413211.734508,1.4989,0.00332,0.0037,5955,2023-01-11
498,1.3238,0.00353,204822255.804015,1.4044,0.00342,0.0037,7967,2023-01-12
499,0.00353,0.00366,178268821.444846,1.3418,0.00349,0.0038,7657,2023-01-13
500,0.00366,0.00394,278195878.313308,1.2927,0.00366,0.0039,12568,2023-01-14
501,0.00396,0.00386,133837101.545395,1.2904,0.00376,0.0039,7722,2023-01-15
502,0.00387,0.00531,1123867363.09691,1.2842,0.00386,0.0049,30288,2023-01-16
503,0.00531,0.00496,871911925.808968,1.2878,0.00482,0.0053,28385,2023-01-17
504,0.00496,0.00452,360626195.305274,1.3088,0.00448,0.0049,15184,2023-01-18
505,0.00452,0.0046,147919534.337641,1.2558,0.00437,0.0052,9008,2023-01-19
506,0.00457,1.1055,250924788.200728,1.1134,0.00457,0.005,12100,2023-01-20
507,0.00493,0.00489,159770265.821723,1.1347,0.00486,0.005,10000,2023-01-21
508,0.0049,0.00481,156706438.489611,1.1238,0.00466,0.0049,8680,2023-01-22
509,0.00481,0.00497,181581249.846749,1.1071,0.00481,0.005,9020,2023-01-23
510,0.00497,0.00481,142317943.449715,1.0749,0.00477,0.005,8778,2023-01-24
511,0.00481,0.00489,176942821.964758,1.0084,0.00473,0.005,9269,2023-01-25
512,0.0049,0.00478,122257990.986805,0.99556,0.00476,0.005,7791,2023-01-26
513,0.00479,0.0048,146838330.475058,1.0692,0.0047,0.0049,8324,2023-01-27
514,0.00479,0.00475,87493700.197459,1.069,0.00473,0.0048,6880,2023-01-28
515,0.00475,0.00479,167281350.509717,1.079,0.00471,0.0049,8228,2023-01-29
516,0.00479,0.00459,154094578.146242,1.0463,0.00442,0.0047,7383,2023-01-30
517,0.00457,0.00458,248410417.59652,1.0087,0.00451,0.0047,8388,2023-01-31
518,0.00458,0.00474,164703314.387883,1.0492,0.00442,0.0046,8187,2023-02-01
519,0.00473,0.00474,193546694.237336,1.1407,0.0047,0.0048,9667,2023-02-02
520,0.00474,0.00474,133511888.11716,1.0784,0.00466,0.0048,7872,2023-02-03
521,0.00474,1.1567,121363765.237514,1.2045,0.00473,0.0052,8886,2023-02-04
522,0.00478,1.1492,162422316.439435,1.2338,0.00472,0.0051,9102,2023-02-05
523,0.0048,1.1391,91426138.9389693,1.1565,0.00465,0.0049,6962,2023-02-06
524,0.00469,0.00509,294849006.157857,1.171,0.00467,0.005,11295,2023-02-07
525,0.0051,0.00493,354709792.81265,1.1864,0.00474,0.0051,12070,2023-02-08
526,0.00492,0.0045,264572226.099015,1.142,0.00447,0.0049,10273,2023-02-09
527,0.00451,0.00459,140715971.73007,1.0528,0.00449,0.0049,7706,2023-02-10
528,0.00458,0.00462,61814625.9643318,1.0415,0.00452,0.0048,4947,2023-02-11
529,0.00462,0.00465,75644097.9561268,1.0556,0.00462,0.0051,5956,2023-02-12
530,1.0354,0.00453,149934261.853607,1.0528,0.00441,0.0046,6303,2023-02-13
531,1.0427,0.00462,67445953.8863876,1.0856,0.00446,0.0046,5382,2023-02-14
532,1.0802,0.00494,100100149.946179,1.0991,0.00456,0.0053,7715,2023-02-15
533,0.00494,0.00457,526592201.890135,1.1318,0.00455,0.005,14429,2023-02-16
534,0.00458,0.0048,160323733.536201,1.0746,0.00455,0.0054,7943,2023-02-17
535,0.00482,0.00482,125694388.693046,1.0579,0.00466,0.0049,6137,2023-02-18
536,0.00481,0.00483,246477259.077056,1.0622,0.00475,0.005,9143,2023-02-19
537,0.00481,0.00521,539728582.03015,1.0621,0.0047,0.0052,14160,2023-02-20
538,0.00522,0.00549,823917892.182309,1.0691,0.00501,0.0057,24380,2023-02-21
539,0.0055,0.00618,1125412055.42494,1.0622,0.00511,0.006,32906,2023-02-22
540,0.00618,0.00744,1890781805.68847,1.0512,0.00615,0.0074,59896,2023-02-23
541,0.00742,0.0069,1068593413.44329,1.0403,0.00649,0.0071,35712,2023-02-24
542,0.0069,0.00613,387340703.251372,1.0254,0.0057,0.0062,15995,2023-02-25
543,0.00613,0.00587,317854800.138327,1.0181,0.00571,0.0059,12508,2023-02-26
544,0.00588,0.00564,420098429.503597,1.0195,0.00562,0.006,13455,2023-02-27
545,0.00563,0.00524,300899066.025897,1.0286,0.00521,0.0056,11094,2023-02-28
546,0.00523,0.00539,291491966.169426,1.0374,0.00523,0.0056,10188,2023-03-01
547,0.00537,0.0054,295202463.387996,1.0374,0.00517,0.0054,8974,2023-03-02
548,0.0054,0.0051,361657785.824214,1.0341,0.00487,0.0053,9650,2023-03-03
549,0.0051,0.00519,156361084.133955,1.0583,0.00501,0.0053,5537,2023-03-04
550,0.00521,0.00506,206451548.072376,1.1178,0.00502,0.0052,5920,2023-03-05
551,0.00506,0.00488,294188516.909286,1.1165,0.00471,0.0049,7474,2023-03-06
552,1.1134,0.00467,244563485.793772,1.1203,0.00459,0.0048,7149,2023-03-07
553,0.00467,0.00428,365252678.548617,1.1149,0.00425,0.0045,8825,2023-03-08
554,1.0936,0.0044,1202583481.46375,1.0957,0.00419,0.0048,18787,2023-03-09
555,0.00439,0.00417,391100258.486793,1.0142,0.00394,0.0042,10307,2023-03-10
556,0.00417,0.00405,250917575.556459,1.1343,0.00389,0.0045,8467,2023-03-11
557,0.00406,0.00435,159418399.233851,1.4597,0.00398,0.0045,7089,2023-03-12
558,0.00435,0.00434,446081380.543888,1.4931,0.00413,0.0046,10866,2023-03-13
559,0.00433,0.00439,455725480.483721,1.3854,0.0043,0.0047,11079,2023-03-14
560,0.00439,0.00408,391737264.684184,1.3099,0.00399,0.0044,8591,2023-03-15
561,0.00408,1.1393,250409247.830333,1.1795,0.004,0.0042,6754,2023-03-16
562,1.1415,0.00431,324078722.565549,1.1519,0.00409,0.0043,7819,2023-03-17
563,0.00431,1.1764,372123277.509597,1.2029,0.0041,0.0044,8196,2023-03-18
564,0.00412,0.00413,297959797.577676,1.1892,0.00403,0.0041,6807,2023-03-19
565,0.00413,0.00396,308660271.929948,1.1705,0.00393,0.0041,7059,2023-03-20
566,0.00397,0.00406,253657502.181011,1.1644,0.00385,0.004,6357,2023-03-21
567,0.00405,0.00384,341456396.366171,1.1593,0.00368,0.0039,7878,2023-03-22
568,0.00384,0.00401,406961550.744767,1.1619,0.0038,0.004,8175,2023-03-23
569,0.00401,0.00382,253729380.950383,1.156,0.00373,0.0039,6899,2023-03-24
570,0.00382,0.0037,198968228.582585,1.1279,0.00365,0.0038,5730,2023-03-25
571,0.0037,0.00377,110380913.27807,1.1209,0.00369,0.0038,5029,2023-03-26
572,0.00376,0.0036,179298919.922423,1.1133,0.00356,0.0037,5927,2023-03-27
573,0.0036,0.00358,329573777.430985,1.1042,0.00348,0.0036,6110,2023-03-28
574,0.0036,0.00369,258558313.942893,1.1248,0.00358,0.0037,6104,2023-03-29
575,0.00369,1.0852,438124679.410312,1.1332,0.00357,0.0038,8918,2023-03-30
576,0.00381,0.00372,245051584.728612,1.0957,0.00366,0.0038,6041,2023-03-31
577,1.0909,0.00374,171240066.581416,1.1004,0.0037,0.0038,4652,2023-04-01
578,0.00375,0.00366,156916903.976996,1.062,0.00363,0.0037,4025,2023-04-02
579,0.00366,0.00366,233822662.852661,1.06,0.00357,0.0037,5977,2023-04-03
580,0.00366,0.00373,179368563.933793,1.085,0.00363,0.0037,4734,2023-04-04
581,0.00374,0.0038,175575915.331544,1.1067,0.0037,0.0038,5013,2023-04-05
582,0.00378,0.00373,146470796.702062,1.1005,0.00369,0.0038,4102,2023-04-06
583,0.00374,0.00369,89654375.5678706,1.071,0.00367,0.0037,3572,2023-04-07
584,1.0641,0.00375,477717823.391272,1.0694,0.00368,0.0039,8960,2023-04-08
585,0.00374,0.00373,226560907.345743,1.086,0.00364,0.0038,5136,2023-04-09
586,0.00373,0.00377,209986145.751012,1.0955,0.00368,0.0038,5042,2023-04-10
587,0.00377,0.00386,267871401.675846,1.1197,0.00375,0.0038,6138,2023-04-11
588,0.00387,0.00375,199512540.147165,1.1109,0.0037,0.0038,5223,2023-04-12
589,0.00375,0.00383,215170362.740561,1.1271,0.00369,0.0038,6093,2023-04-13
590,0.00383,0.00389,271722323.293661,1.1815,0.00376,0.0038,8226,2023-04-14
591,0.00389,0.00401,384375068.125042,1.1738,0.00381,0.004,10906,2023-04-15
592,0.00401,0.004,254244431.773992,1.1644,0.00392,0.004,8283,2023-04-16
593,0.00399,0.00388,203518994.264412,1.1589,0.00381,0.004,7130,2023-04-17
594,0.0039,0.00391,294867284.047173,1.1542,0.00381,0.004,8900,2023-04-18
595,0.00392,0.00377,353228688.435299,1.1111,0.00371,0.0039,11181,2023-04-19
596,0.00377,0.00367,238451177.986872,1.0431,0.0036,0.0038,9019,2023-04-20
597,0.00367,0.00353,149648153.159581,1.0412,0.00348,0.0037,6692,2023-04-21
598,0.00352,0.00353,104529549.986144,1.0737,0.00342,0.0035,3531,2023-04-22
599,0.00353,0.00346,88160656.109712,1.0929,0.00343,0.0035,3312,2023-04-23
600,0.00345,0.00348,188634574.721806,1.0927,0.00341,0.0037,4767,2023-04-24
601,0.00348,0.00355,107514933.346341,1.0915,0.00343,0.0036,4179,2023-04-25
602,0.00354,0.00351,152004783.366778,1.1186,0.00345,0.0037,4640,2023-04-26
603,0.00351,0.00358,91692076.6297768,1.1063,0.00348,0.0036,3502,2023-04-27
604,0.00359,0.00352,90658619.4964002,1.0996,0.00346,0.0035,3420,2023-04-28
605,0.0035,0.00347,74384422.305353,1.104,0.00345,0.0035,3338,2023-04-29
606,0.00347,0.00347,97515863.2364188,1.0928,0.00344,0.0038,3540,2023-04-30
607,0.00346,0.00333,150541339.265946,1.028,0.00327,0.0034,4219,2023-05-01
608,0.00333,0.00337,187937817.170269,1.0299,0.00331,0.0034,4323,2023-05-02
609,0.00337,0.00339,125367648.092114,1.0342,0.00326,0.0033,3941,2023-05-03
610,0.00339,0.00333,60294567.3061572,1.0598,0.00328,0.0034,3362,2023-05-04
611,0.00332,0.00333,96618278.4135712,1.1178,0.00331,0.0033,3552,2023-05-05
612,0.00333,0.00344,302132533.873484,1.0492,0.00323,0.0035,7671,2023-05-06
613,0.00344,0.00327,136663287.241734,1.0187,0.00326,0.0034,4077,2023-05-07
614,0.00328,0.00309,250711390.827581,1.0256,0.00301,0.0033,5984,2023-05-08
615,0.00309,0.00312,159208813.60109,1.0315,0.00303,0.0033,4120,2023-05-09
616,0.00312,0.00317,208051490.499665,1.0267,0.00309,0.0032,4878,2023-05-10
617,0.00317,0.00296,206672009.85714,1.0249,0.00292,0.0031,4237,2023-05-11
618,0.00295,0.00295,127012559.019007,1.0074,0.00284,0.0031,4410,2023-05-12
619,0.00295,0.00293,116850953.53486,1.0164,0.00287,0.003,3250,2023-05-13
620,0.00293,0.00294,84638758.1948981,1.0235,0.00288,0.003,2711,2023-05-14
621,0.00293,0.00298,76296879.9674101,1.0408,0.00291,0.003,3029,2023-05-15
622,0.00297,0.00295,90592316.6476925,1.0373,0.00291,0.003,3282,2023-05-16
623,0.00295,0.003,147423249.379464,1.0531,0.00291,0.0031,3194,2023-05-17
624,0.00301,1.0377,97110016.1506261,1.05,0.00289,0.003,2818,2023-05-18
625,0.00292,0.00292,93202262.6865469,1.0426,0.00288,0.0029,2593,2023-05-19
626,0.00292,0.00295,136269036.280482,1.0469,0.0029,0.003,3155,2023-05-20
627,0.00295,0.00287,66504514.4521351,1.0502,0.00286,0.003,2497,2023-05-21
628,0.00287,0.00288,113780005.462037,1.0441,0.00283,0.0029,2694,2023-05-22
629,0.00288,0.00285,72841952.0427852,1.0494,0.00282,0.0029,2796,2023-05-23
630,0.00284,0.00265,336144253.930406,1.065,0.00255,0.0027,7611,2023-05-24
631,0.00264,0.00261,130030342.281204,1.07,0.00256,0.0026,3735,2023-05-25
632,0.00261,0.0026,139382722.639919,1.1435,0.00256,0.0026,3626,2023-05-26
633,0.00259,0.00258,83162266.160903,1.1512,0.00257,0.0026,2448,2023-05-27
634,0.00258,0.00265,125084367.654448,1.2359,0.00257,0.0026,2773,2023-05-28
635,0.00265,0.0026,75321424.7420897,1.1742,0.00258,0.0027,2659,2023-05-29
636,0.00259,0.00267,161159380.141474,1.2296,0.00257,0.0029,3962,2023-05-30
637,0.00267,0.00259,192414573.438689,1.1537,0.00251,0.0026,4119,2023-05-31
638,0.00258,0.00255,155035512.908139,1.1544,0.00253,0.0027,3392,2023-06-01
639,0.00256,0.00264,168535331.411893,1.1355,0.00252,0.0026,3291,2023-06-02
640,0.00263,0.00255,89897021.7598331,1.104,0.0025,0.0026,2428,2023-06-03
641,0.00255,0.00258,97985889.4942424,1.1285,0.00254,0.0027,2926,2023-06-04
642,0.00257,0.0024,256482246.904785,1.1258,0.00232,0.0025,5023,2023-06-05
643,0.00239,0.00238,140512747.831889,1.0923,0.0023,0.0025,4201,2023-06-06
644,0.00238,0.00222,174901417.41463,1.0855,0.00219,0.0024,4358,2023-06-07
645,0.00221,0.00221,124508634.391661,1.0513,0.00215,0.0022,3524,2023-06-08
646,0.0022,0.00219,169903892.932176,1.0506,0.00215,0.0022,3568,2023-06-09
647,0.00219,0.00201,369557128.720982,1.0504,0.00182,0.0019,7964,2023-06-10
648,0.00201,0.00197,150508550.982429,1.0387,0.00196,0.0021,4197,2023-06-11
649,0.00197,0.00205,97858241.3355626,1.0253,0.00193,0.002,3601,2023-06-12
650,0.00205,0.00201,89274106.8631722,1.0372,0.00198,0.002,2809,2023-06-13
651,0.002,0.00201,115560783.252426,1.0545,0.00197,0.0021,2879,2023-06-14
652,0.002,0.00202,116929498.831682,1.0504,0.00196,0.0021,3222,2023-06-15
653,0.00201,0.00202,127864836.591747,1.0615,0.00199,0.0021,3650,2023-06-16
654,0.00202,0.00216,173421851.715037,1.1161,0.002,0.0021,4050,2023-06-17
655,0.00215,0.00199,170661836.253768,1.1063,0.00197,0.0021,3097,2023-06-18
656,0.00198,0.002,82384461.724915,1.1063,0.00197,0.002,2579,2023-06-19
657,1.1042,0.00211,360388883.42574,1.1298,0.002,0.0022,6904,2023-06-20
658,0.0021,0.0022,232400928.383988,1.2194,0.00209,0.0025,5273,2023-06-21
659,0.00219,0.00214,257132137.092766,1.2137,0.00212,0.0022,5703,2023-06-22
660,0.00214,0.00211,266774785.743918,1.2161,0.00208,0.0022,6186,2023-06-23
661,0.00212,0.00213,107738573.855273,1.3144,0.00211,0.0028,3599,2023-06-24
662,0.00213,0.00219,148338127.063344,1.5391,0.00213,0.0028,4802,2023-06-25
663,0.00219,0.00213,218737008.358493,1.5467,0.00211,0.0027,5435,2023-06-26
664,0.00212,0.00212,221445648.853757,1.3022,0.00208,0.0022,4562,2023-06-27
665,0.00211,0.00201,181295229.787788,1.2904,0.002,0.0021,4629,2023-06-28
666,0.00201,1.2752,171152458.293152,1.2999,0.002,0.0023,4723,2023-06-29
667,1.2747,0.00202,267154074.896587,1.3604,0.00199,0.0021,5230,2023-06-30
668,0.00204,0.00206,223823331.455095,1.3565,0.00198,0.0021,3224,2023-07-01
669,0.00206,0.00203,135158585.447719,1.3591,0.00202,0.0021,3071,2023-07-02
670,0.00203,0.00213,206928799.002018,1.3725,0.00203,0.0021,4485,2023-07-03
671,0.00214,0.0021,168951292.911932,1.3444,0.00205,0.0022,3518,2023-07-04
672,0.00209,1.2872,209625770.730811,1.3286,0.00203,0.0022,4554,2023-07-05
673,0.00209,0.00202,107115180.518855,1.3237,0.002,0.0023,3530,2023-07-06
674,1.2023,1.2291,89898153.1338274,1.2291,0.002,0.0021,3190,2023-07-07
675,0.00205,0.00204,117856667.940464,1.2303,0.002,0.0021,2790,2023-07-08
676,0.00204,0.00203,125509663.369926,1.2286,0.00201,0.0021,2475,2023-07-09
677,0.00202,0.00202,95119763.4704201,1.2211,0.00199,0.0021,2696,2023-07-10
678,0.00202,0.00203,118365750.652143,1.2416,0.002,0.0022,3408,2023-07-11
679,0.00204,0.00201,94917315.1827892,1.2485,0.00198,0.0021,2866,2023-07-12
680,0.00201,0.00215,401165396.976717,1.2772,0.002,0.0022,7109,2023-07-13
681,0.00215,0.00213,298749160.976517,1.2563,0.0021,0.0022,8496,2023-07-14
682,0.00213,0.00214,159505930.762105,1.213,0.00211,0.0022,4680,2023-07-15
683,0.00214,0.0021,91884110.1106625,1.1773,0.00209,0.0021,3762,2023-07-16
684,0.00209,0.00207,176518392.319326,1.1739,0.00203,0.0021,3801,2023-07-17
685,0.00207,0.00204,141761282.069675,1.146,0.00202,0.0023,4039,2023-07-18
686,0.00204,0.00203,130935034.266085,1.0709,0.00202,0.0021,3894,2023-07-19
687,0.00203,0.00232,522896594.532265,1.0979,0.00202,0.0022,9317,2023-07-20
688,0.00231,0.00214,613049288.290118,1.1368,0.00211,0.0023,9995,2023-07-21
689,0.00214,0.00209,182971998.309589,1.0722,0.00208,0.0021,3957,2023-07-22
690,0.00209,0.00209,119837385.509603,1.0875,0.00208,0.0021,2851,2023-07-23
691,0.00209,0.00227,1030299484.33116,1.0873,0.00202,0.0023,16046,2023-07-24
692,0.00227,0.00266,1909892156.37414,1.0543,0.00208,0.0025,34315,2023-07-25
693,0.00265,0.00244,921225816.122492,1.089,0.00225,0.0026,19689,2023-07-26
694,0.00246,0.00233,476801285.013709,1.0865,0.00231,0.0024,8493,2023-07-27
695,0.00233,0.00234,341316251.180141,1.0932,0.00228,0.0023,5197,2023-07-28
696,0.00234,0.00234,220733877.982648,1.1623,0.00232,0.0025,4915,2023-07-29
697,0.00235,0.00227,235054378.708421,1.1578,0.00226,0.0023,3807,2023-07-30
698,0.00227,0.00223,147107029.871085,1.205,0.00222,0.0023,3681,2023-07-31
699,0.00223,0.00265,941276982.14024,1.1562,0.00221,0.0026,19028,2023-08-01
700,0.00267,0.00254,697749436.520336,1.1568,0.00248,0.0027,14394,2023-08-02
701,0.00254,0.00263,308767662.82771,1.1608,0.00252,0.0026,6892,2023-08-03
702,0.00262,0.00253,267083935.30918,1.1237,0.0025,0.0026,5657,2023-08-04
703,0.00252,0.00243,234135010.335342,1.1322,0.00237,0.0024,4873,2023-08-05
704,0.00242,0.00245,250532130.399947,1.1258,0.00241,0.0025,4327,2023-08-06
705,0.00244,0.00237,128465055.26463,1.1072,0.00235,0.0024,3512,2023-08-07
706,0.00237,0.00242,238493988.859654,1.1193,0.00234,0.0024,5000,2023-08-08
707,0.00242,0.00243,233877417.451292,1.1179,0.00236,0.0025,5354,2023-08-09
708,0.00242,0.00249,311498552.798228,1.1109,0.00242,0.0025,6334,2023-08-10
709,0.00248,0.00247,111532885.56852,1.101,0.00241,0.0025,3918,2023-08-11
710,0.00247,0.00242,168209318.950376,1.0933,0.00241,0.0025,4124,2023-08-12
711,0.00242,0.00243,83838695.1818923,1.075,0.00241,0.0024,2915,2023-08-13
712,0.00243,0.00241,135104951.513395,1.0908,0.00238,0.0024,3548,2023-08-14
713,0.0024,0.00235,213822480.42103,1.1068,0.0023,0.0024,4216,2023-08-15
714,0.00235,0.00219,262307737.167627,1.1093,0.00218,0.0023,5449,2023-08-16
715,1.0799,0.00213,264719789.540471,1.089,0.00205,0.0023,5583,2023-08-17
716,0.00212,0.00216,238844997.286282,1.136,0.00204,0.0022,5642,2023-08-18
717,0.00216,0.00212,135547048.324045,1.0632,0.0021,0.0022,3463,2023-08-19
718,0.00212,0.00208,110036162.675739,1.0352,0.00207,0.0021,2929,2023-08-20
719,0.00208,0.00202,217310489.440698,1.0393,0.00201,0.0021,3814,2023-08-21
720,0.00201,0.00198,211398724.770816,1.0259,0.00196,0.002,3796,2023-08-22
721,0.002,0.002,254149026.231207,1.0567,0.00198,0.002,4446,2023-08-23
722,0.002,0.00197,164380298.602462,1.0796,0.00196,0.0021,3054,2023-08-24
723,0.00197,0.00195,239991688.466382,1.0375,0.00192,0.002,3450,2023-08-25
724,0.00195,0.00193,226906347.26162,1.0507,0.00192,0.002,3081,2023-08-26
725,0.00193,0.00195,102766282.747207,1.0696,0.00191,0.002,2504,2023-08-27
726,0.00194,0.00192,141448318.576612,1.0663,0.00189,0.0021,3089,2023-08-28
727,0.00192,0.00195,201796983.626281,1.0537,0.00188,0.0021,3565,2023-08-29
728,0.00196,0.00192,164891221.795796,1.2006,0.00189,0.002,2867,2023-08-30
729,0.00192,0.00197,730132601.304977,1.0944,0.00189,0.0021,8937,2023-08-31
