BTCUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
484,16541.6,16628.8,21906.2347270841,16675,16479.5,16587.3451,452598,2022-12-29
485,16628.9,16600.1,29820.3353291944,16683.9,16325.2,16524.6611,497479,2022-12-30
486,16600,16530.35,17861.1319077461,16664,16462.49,16558.452,334945,2022-12-31
487,16532,16611.58,12300.3155333169,16644,16490,16549.5494,292354,2023-01-01
488,16615,16666.95,15129.2895503994,16803,16542.52,16692.5104,358299,2023-01-02
489,16668.3,16669.47,21204.298955484,16810,16599.6,16680.0394,376204,2023-01-03
490,16669.7,16844.42,29360.1263625311,17008,16645.87,16835.9876,512889,2023-01-04
491,16849.3,16825.69,16945.6897594177,16888,16750.07,16826.2924,387550,2023-01-05
492,16825.7,16948.06,28246.5294016967,17200,16670.82,16840.0521,475711,2023-01-06
493,16951.1,16942.37,6569.53749527213,16990,16903.58,16935.4521,229424,2023-01-07
494,16945.1,17125.18,11138.6911642742,17181,16910.41,16971.7084,299555,2023-01-08
495,17141,17177.98,37477.7517025363,17400,17102.97,17244.7501,651146,2023-01-09
496,17177.94,17443.46,28242.0299777654,17506,17145.1,17313.5673,567001,2023-01-10
497,17443.5,17944.27,32757.5521096344,18009,17308.8,17518.7719,593084,2023-01-11
498,17953,18847.74,73373.3833279598,19115.85,17866,18384.1038,1020354,2023-01-12
499,18847.77,19934.88,62714.9977239526,20000,18714.8,19233.7159,914811,2023-01-13
500,19934.07,20957.02,70029.1919978954,21400,19893.25,20771.8989,1189155,2023-01-14
501,20956.2,20879.7,28804.6795879253,21066.9,20527.3,20787.748,660406,2023-01-15
502,20879.67,21197,47685.3983789172,21484.9,20611.45,21063.1342,769871,2023-01-16
503,21191.79,21136.33,37937.1733141821,21679.1,20844.73,21223.3602,578913,2023-01-17
504,21135.01,20674.29,45307.0725398338,21650.21,20370.01,21029.8077,746647,2023-01-18
505,20674.03,21084.22,26934.1891129956,21207,20656.52,20886.6166,523776,2023-01-19
506,21084.05,22669.81,40199.2085888894,22754.73,20856,21580.1896,751748,2023-01-20
507,22670,22789.37,41746.5411464192,23428.6,22427,22922.0553,748168,2023-01-21
508,22789.34,22714.87,30181.2882990561,23108.5,22298.15,22780.4871,590184,2023-01-22
509,22714.81,22920.29,37256.266090321,23180.55,22497,22849.2555,578321,2023-01-23
510,22920.67,22633.8,44134.9566809954,23165.56,22437,22918.875,674619,2023-01-24
511,22636,23062.36,47259.8448085187,23829.3,22320,22821.1929,641338,2023-01-25
512,23054,23010.47,35345.7248661083,23293.3,22853,23065.9574,510196,2023-01-26
513,23011.37,23084.4,32852.829185458,23511.9,22492.8,23016.7165,526090,2023-01-27
514,23084.38,23028.95,9878.71972822324,23196.99,22876,23016.0981,335976,2023-01-28
515,23029.56,23745.8,28581.7218487486,23966,22974.75,23522.9894,648501,2023-01-29
516,23744.34,22836.03,41222.8066254869,23802.99,22500,23155.3931,819271,2023-01-30
517,22836.04,23128.86,27148.2715561231,23317.9,22719.68,23006.603,582030,2023-01-31
518,23127.15,23732.6,26517.1828653471,23814,22753.6,23209.2363,552241,2023-02-01
519,23735.3,23493.84,24676.1617302027,24282.1,23367.87,23840.2614,530896,2023-02-02
520,23497.29,23433.22,19222.8482546553,23722,23208.01,23460.7852,436802,2023-02-03
521,23433.48,23327.3,5685.31241001258,23589.8,23248,23399.7854,268906,2023-02-04
522,23329.47,22936.34,10351.1791414808,23433.2,22758.01,23063.9107,303929,2023-02-05
523,22936.34,22764.07,16311.5234208324,23163.05,22599.9,22897.3536,297980,2023-02-06
524,22763.42,23244.67,13504.3227808666,23350,22742,23034.0546,329647,2023-02-07
525,23244.64,22964.38,11378.2229075188,23451.01,22669.09,23028.7221,317608,2023-02-08
526,22962.73,21800.63,27013.921815973,23011.18,21700,22346.6217,488727,2023-02-09
527,21800.62,21628.97,16881.1148441479,21942.41,21467.43,21739.4316,364109,2023-02-10
528,21638.2,21863.73,6401.98854466028,21909.8,21605.35,21723.7859,219030,2023-02-11
529,21863.73,21789.8,8364.02511172997,22099.9,21631,21879.7445,241762,2023-02-12
530,21793,21789.14,18835.5952682825,21905,21354,21639.6592,323242,2023-02-13
531,21789,22206.27,19006.5344451224,22339,21505,21970.395,363818,2023-02-14
532,22206.26,24329.04,31402.0456106587,24393,22038.5,23270.7102,497617,2023-02-15
533,24325,23521.5,41101.5977524366,25275.7,23500,24567.4712,583765,2023-02-16
534,23525,24577.6,32253.0733632217,25025,23340.4,24165.4398,501789,2023-02-17
535,24577.59,24636.23,8065.40906352316,24879.33,24407.67,24629.5035,262102,2023-02-18
536,24635.85,24281.31,15201.756118981,25209,24178.3,24674.8324,329288,2023-02-19
537,24278.47,24844.96,19651.8016122999,25128.11,23841.08,24669.8534,475409,2023-02-20
538,24844.21,24454.43,25653.4939355386,25288.88,24153.96,24658.1258,541002,2023-02-21
539,24462,24184.44,25684.6910453285,24485,23578,23972.7243,499508,2023-02-22
540,24185.13,23943.32,24366.1473150588,24602.8,23612.59,24072.9033,470569,2023-02-23
541,23945.31,23186.88,28480.6571420092,24150,22520,23430.3802,482098,2023-02-24
542,23186.88,23159.71,8962.12584292155,23224.9,22716.47,23024.5265,279155,2023-02-25
543,23160.63,23556.83,9519.06381647122,23689.77,23052.78,23382.9591,267084,2023-02-26
544,23556.83,23489.51,17262.0481543986,23895.51,23108.4,23472.3027,375954,2023-02-27
545,23489.12,23133.2,13589.05571686,23615,23027.24,23356.9495,348772,2023-02-28
546,23133.2,23646,16790.0704132594,24009,23025.17,23613.7536,407694,2023-03-01
547,23632.12,23468.29,12873.2392989327,23808,23196.09,23429.2051,326621,2023-03-02
548,23468.79,22358.18,29098.1634480227,23482,21910,22403.9047,495270,2023-03-03
549,22362,22350.81,3642.11752784008,22409.82,22150.71,22335.5557,146442,2023-03-04
550,22349.74,22432.69,6924.4840780018,22667.2,22195.13,22435.2737,261418,2023-03-05
551,22431.99,22409.93,13138.2406744427,22600,22264.73,22428.6202,270778,2023-03-06
552,22410.13,22198.48,14897.2468163348,22557.03,21904.3,22238.2586,339622,2023-03-07
553,22194.8,21698.37,17568.1772061056,22291,21580.84,21992.8191,339949,2023-03-08
554,21712,20367.01,30937.9490755084,21836,20042.3,21096.8401,496142,2023-03-09
555,20366.97,20230.08,44788.1420894932,20382,19549.9,19974.4279,634861,2023-03-10
556,20230.07,20619.34,34944.5704021425,20964.5,19863,20406.6196,539823,2023-03-11
557,20619.34,22219.08,32171.150084912,22299.9,20357,21180.8798,515024,2023-03-12
558,22216.02,24220,59115.5259524259,24710,21867.8,23364.2339,775688,2023-03-13
559,24188,24762.66,66615.073042659,26553.9,24051,25182.2658,889694,2023-03-14
560,24730,24377.16,40391.4739596621,25324,23913.3,24641.1606,654180,2023-03-15
561,24377.14,25051.85,29213.226438616,25235.28,24186,24793.548,504536,2023-03-16
562,25052.11,27453.61,61831.954911622,27839.2,24946.86,26518.6259,856946,2023-03-17
563,27453.75,26980.35,28625.3331183556,27795,26547,27343.4253,554023,2023-03-18
564,26980.35,28053.52,28511.7051054351,28478,26838,27787.8838,552950,2023-03-19
565,28058.15,27823.32,35543.2199921268,28590.6,27130,27932.5257,626361,2023-03-20
566,27822.85,28201.24,23957.9177589741,28605.32,27312,28065.8239,489202,2023-03-21
567,28201.22,27300,48149.4147230712,28937.73,26591,28043.7954,731557,2023-03-22
568,27324.05,28352.94,37552.3369973577,28839.68,27094,28000.9213,600728,2023-03-23
569,28352.95,27488.52,30698.2233811334,28433.34,27000,27879.8036,569717,2023-03-24
570,27489.25,27488.18,13293.2446091407,27829.7,27163.9,27505.0426,382794,2023-03-25
571,27489.56,27992.9,13936.9369308062,28240.4,27438,27836.9627,367295,2023-03-26
572,27995.27,27142.87,24937.5399355572,28053.26,26491.9,27325.3821,453920,2023-03-27
573,27142.85,27274.15,19481.2331157522,27529,26600,27042.0175,507096,2023-03-28
574,27274.8,28359.54,25753.4281272271,28654.06,27253,28188.5146,577379,2023-03-29
575,28359.55,28035.46,29743.2172870794,29190.04,27677,28393.5617,609242,2023-03-30
576,28034.76,28474.4,24987.3746742738,28651,27504,28227.6258,541453,2023-03-31
577,28468.2,28471.46,10235.059931862,28826.45,28201,28485.6535,324734,2023-04-01
578,28471.03,28188.34,9693.85663177145,28544.21,27839,28186.337,291931,2023-04-02
579,28188.34,27800.7,24030.9988409306,28525,27212.7,27983.4019,501489,2023-04-03
580,27809.55,28179.64,17115.1825520422,28450,27668.8,28123.1659,426891,2023-04-04
581,28178.66,28175.37,21008.4973849327,28801,27813.1,28327.9639,452807,2023-04-05
582,28152,28053.46,13692.4777729021,28199.11,27700,27992.9105,395447,2023-04-06
583,28052.74,27931.94,7506.16416989245,28120.71,27755,27941.7789,318360,2023-04-07
584,27923,27958.8,5070.49253303228,28175.89,27833,28012.1536,234528,2023-04-08
585,27958.19,28341,8505.31081317124,28548.7,27767,28133.4398,255542,2023-04-09
586,28342.28,29658.7,23345.6060967548,29800,28136,28947.58,451490,2023-04-10
587,29654.9,30227.19,27027.7055193813,30586,29579,30124.4442,561381,2023-04-11
588,30227.18,29912.2,21231.0498411255,30517,29645.8,30056.1626,455711,2023-04-12
589,29912.18,30410.28,17930.8331680244,30650.8,29867,30299.536,438589,2023-04-13
590,30385,30492.92,27510.6291884397,31050,30000,30588.0128,564849,2023-04-14
591,30492.91,30324.11,7861.33127586215,30624.1,30192,30386.9614,320185,2023-04-15
592,30325.07,30326.09,9504.12795162108,30623,30103,30334.4061,271427,2023-04-16
593,30316.1,29449.91,19229.8371731613,30340.21,29251.71,29685.0997,390906,2023-04-17
594,29449.91,30393.4,19512.2652482047,30527,29103.89,30031.6985,420390,2023-04-18
595,30392,28809.72,30560.6761309498,30430.72,28577,29340.424,545470,2023-04-19
596,28809,28248.18,23388.0037979348,29102.69,27991.32,28592.0689,471377,2023-04-20
597,28248.18,27264.3,25875.072140137,28381,27133,27826.2131,510704,2023-04-21
598,27252.01,27821.41,10130.336864033,27892.2,27133,27487.5037,287682,2023-04-22
599,27820.99,27592.98,8516.15219027211,27827,27333,27563.9427,256525,2023-04-23
600,27592.33,27515.05,17394.2675679629,28007,26965.14,27453.9944,355690,2023-04-24
601,27513.85,28304.42,16874.0874956841,28400,27189,27655.8248,389178,2023-04-25
602,28300.9,28426.08,44366.4655847361,30050.66,27230.77,28790.6243,600642,2023-04-26
603,28430.21,29483.72,32346.0131234012,29900,28387.07,29241.2799,531872,2023-04-27
604,29486.98,29338.63,19328.840597926,29606.45,28900,29294.858,425045,2023-04-28
605,29339.47,29249.35,6842.28078868178,29470,29015,29298.4861,240501,2023-04-29
606,29249.24,29254,12423.352569883,29975,29095.92,29500.1399,280092,2023-04-30
607,29245.3,28077.26,24613.2801758783,29348.6,27643.2,28372.0028,463034,2023-05-01
608,28101,28684.4,18112.5123182582,28937.5,27871.44,28388.3207,409547,2023-05-02
609,28683.41,29038.75,20602.5661142182,29282,28122,28572.4272,434228,2023-05-03
610,29039.36,28857.23,14289.6884158558,29412,28674.58,28965.9914,354690,2023-05-04
611,28859.31,29537.48,20151.6715508052,29706.57,28810,29330.7869,415406,2023-05-05
612,29538.87,28902.67,12658.1775215161,29868.1,28338,29072.5792,317242,2023-05-06
613,28898.86,28468,8361.27251332256,29191.8,28429.12,28879.7245,242698,2023-05-07
614,28472.68,27695.06,21675.0758615071,28686,27279.66,27874.6049,458757,2023-05-08
615,27693.24,27635,12994.033853744,27846,27367.01,27601.5924,331002,2023-05-09
616,27647.3,27624.01,25592.1364296816,28340,26792.9,27699.7797,412841,2023-05-10
617,27621.5,26986.56,18370.1621188865,27654,26702,27172.8115,367474,2023-05-11
618,26986.79,26810.53,25956.990815369,27125,25810,26414.0447,451693,2023-05-12
619,26800,26786.3,6680.03155212182,27105.5,26700,26853.962,223919,2023-05-13
620,26788.4,26929.98,5897.32052933116,27221.51,26581.52,26907.4206,218844,2023-05-14
621,26929.98,27171.13,17056.6465496231,27678.73,26727.8,27326.8147,346206,2023-05-15
622,27166.2,27037.68,14548.1329093034,27313,26850.1,27055.6714,308599,2023-05-16
623,27037.72,27407.77,19046.117217294,27532,26543.87,27014.4303,337208,2023-05-17
624,27402.3,26817.9,17927.481109554,27506,26345,27034.5243,333599,2023-05-18
625,26819,26890.27,10047.3639274936,27219,26632.73,26887.6505,270041,2023-05-19
626,26890.27,27113.61,4337.26905538045,27178.99,26834.2,26994.1205,171631,2023-05-20
627,27111.1,26752.65,7869.17801749142,27297,26667.4,26959.0863,195262,2023-05-21
628,26749.5,26854.73,11107.2927262752,27130,26512.4,26819.4152,257943,2023-05-22
629,26854.09,27221.5,14824.5985774877,27543,26803.46,27253.0684,309837,2023-05-23
630,27222.86,26321.4,21877.2127014252,27239,26067,26482.5893,368433,2023-05-24
631,26321.42,26479.06,15340.2644116355,26644,25864.35,26292.6133,315357,2023-05-25
632,26479.15,26736,13750.1994872407,26950,26334.33,26664.7272,282783,2023-05-26
633,26711.09,26873.7,5205.71416978102,26943.6,26554.8,26737.0623,169934,2023-05-27
634,26873.7,28070.04,14971.2384932839,28277.56,26780.11,27489.5636,263115,2023-05-28
635,28071.91,27744.82,15110.2098501288,28475,27534.81,27948.5631,288778,2023-05-29
636,27744.8,27699.2,15964.4819323421,28069,27555,27808.4942,316561,2023-05-30
637,27700.68,27223.08,20024.6828094548,27856,26841.3,27157.1419,363755,2023-05-31
638,27215.1,26828.42,15624.6277213304,27360.31,26571.5,26909.3725,355590,2023-06-01
639,26832,27250.69,15817.393506223,27312.2,26500.1,27045.0053,344226,2023-06-02
640,27252.67,27077.6,5092.01843674032,27344.6,26923.35,27156.4247,185655,2023-06-03
641,27078.27,27126,5480.95899349062,27489,26958.98,27196.3821,185851,2023-06-04
642,27121.57,25740.44,25268.3809846509,27137.75,25391,26127.4563,506710,2023-06-05
643,25742,27243.63,26219.7806203285,27368.67,25331,26311.4569,498043,2023-06-06
644,27243.45,26346.41,22394.4050020643,27402.79,26121.06,26651.9431,413278,2023-06-07
645,26347.09,26506.7,11347.7710707942,26845,26212.63,26496.442,305077,2023-06-08
646,26505.71,26482.81,13009.2008421179,26804,26275.4,26526.5914,350925,2023-06-09
647,26481.98,25856.1,23209.8824388447,26556,25385.52,25792.5711,548283,2023-06-10
648,25856.1,25937.02,10671.3990042545,26233,25648,25888.1458,284371,2023-06-11
649,25936.97,25905.82,12999.0858560067,26125,25616.98,25859.2624,331770,2023-06-12
650,25927,25930.23,17855.1747704852,26455,25710.78,26011.4646,420326,2023-06-13
651,25928.58,25124.69,19928.7054278075,26113,24818,25537.7187,424409,2023-06-14
652,25124,25569.99,24162.2873818854,25766,24750,25138.1662,555347,2023-06-15
653,25569.99,26329.6,21407.0771997541,26570,25140,25885.1554,469884,2023-06-16
654,26329.6,26506.56,9792.27453966414,26857,26165.98,26490.9939,289272,2023-06-17
655,26507.97,26336.46,7100.674117922,26729,26245.27,26506.4401,213143,2023-06-18
656,26336.46,26837.78,14144.6952997042,27075,26250,26608.1767,309417,2023-06-19
657,26858,28320.43,38390.5967243843,28417.11,26637.41,27533.1501,499064,2023-06-20
658,28327.53,29995.18,44384.0678344479,30801,28271.67,29487.1577,634973,2023-06-21
659,29999.9,29886.29,26202.7617434719,30527,29539.57,30075.8069,502948,2023-06-22
660,29886.25,30707.61,31244.3599266687,31443.67,29802.65,30607.6584,546348,2023-06-23
661,30687.7,30547.18,9623.04634108292,30820,30254.6,30607.1793,258632,2023-06-24
662,30547.3,30480.24,8909.24502213237,31070,30250,30633.9997,249243,2023-06-25
663,30480.24,30264.2,16345.8927861902,30685,29900,30276.9845,358429,2023-06-26
664,30272.24,30697.38,16409.9372586826,31020.54,30223.6,30623.5859,346245,2023-06-27
665,30696.06,30074.94,13861.8907329476,30731,29834.2,30246.1483,364904,2023-06-28
666,30070.46,30450.6,16071.5865037927,30849,30036.18,30503.4538,348932,2023-06-29
667,30445.67,30466.72,35670.9011095568,31300,29375.6,30422.1243,599232,2023-06-30
668,30475,30587.21,5668.9885612505,30689,30312.8,30524.2442,221445,2023-07-01
669,30591.7,30613.51,6257.88340705074,30830,30165.39,30535.8571,229406,2023-07-02
670,30622.7,31161.8,15271.6217621943,31416,30569,30951.3302,367504,2023-07-03
671,31145,30771.25,10579.8048878393,31347,30622.6,30992.0087,287370,2023-07-04
672,30781.9,30499.27,12416.5929692332,30898,30160.4,30489.0034,290957,2023-07-05
673,30499.27,29899.38,24227.1680542796,31631,29850,30583.8567,436446,2023-07-06
674,29929,30352.08,14694.1985811759,30469,29699,30199.4493,310542,2023-07-07
675,30339.1,30291.69,4961.04672794062,30406,30047.78,30222.8498,174022,2023-07-08
676,30294.3,30168.38,5233.56188812091,30474,30066.95,30268.2072,173650,2023-07-09
677,30163.76,30419.89,16471.3485478553,31060,29955,30409.234,312772,2023-07-10
678,30419.89,30626.55,13116.437772482,30836,30304.45,30524.395,285237,2023-07-11
679,30623.9,30381.82,18463.2053751634,31000,30200,30601.7395,310748,2023-07-12
680,30383.26,31471.83,33792.5051553989,31862.21,30217.1,31040.7128,451054,2023-07-13
681,31474.1,30330.52,25827.0750929953,31663,29920.31,30824.3005,442623,2023-07-14
682,30327.47,30301.65,3556.33395378088,30419,30254.67,30322.9329,192814,2023-07-15
683,30316,30247.64,5357.03084095064,30484,30069,30296.444,190838,2023-07-16
684,30239.3,30143.08,14200.0841527633,30353,29668.58,30107.7103,276445,2023-07-17
685,30143.1,29861.95,14463.1781807238,30269,29500,29893.7337,284568,2023-07-18
686,29861.92,29916.72,11104.7489933925,30221,29757.44,29978.3476,250088,2023-07-19
687,29912.7,29809.13,14983.4171816828,30438,29564.19,29960.5451,279441,2023-07-20
688,29797.9,29940,10002.7981108214,30091,29720.3,29871.8383,255929,2023-07-21
689,29907.15,29821,4458.03681286021,30035,29626.86,29859.1178,160633,2023-07-22
690,29766.7,30081.61,5846.19066372091,30380,29733.55,30016.1878,167707,2023-07-23
691,30082.4,29176.98,18669.3050619923,30125,28850,29263.1102,316870,2023-07-24
692,29176.98,29225.14,8707.8464464617,29404,29046,29203.362,236542,2023-07-25
693,29225.11,29353.23,12414.4964582414,29721,29089.54,29341.1556,273561,2023-07-26
694,29336.1,29214.92,9325.62334759181,29601,29071.7,29326.0293,232193,2023-07-27
695,29214.93,29316.12,8528.84248705085,29578,29112.8,29289.0794,251017,2023-07-28
696,29316.15,29355.71,3673.06439586011,29444,29253.44,29327.239,177287,2023-07-29
697,29360.5,29281.39,5324.44511943048,29488,29033,29267.8746,180620,2023-07-30
698,29280.06,29230.67,10691.2590225213,29560,29102.65,29301.6619,246421,2023-07-31
699,29227.6,29696.61,22241.7888045422,29755,28477,29042.3898,356504,2023-08-01
700,29733,29164.22,22043.7067952439,30076,28903.79,29400.0259,349836,2023-08-02
701,29152.3,29174.18,11459.8674021379,29442,28938.93,29190.3295,255399,2023-08-03
702,29187.2,29076.48,9087.98059185161,29337,28747.1,29127.2272,254219,2023-08-04
703,29073,29047.1,3315.84023695998,29153,28946.17,29033.1871,158553,2023-08-05
704,29047.39,29040.01,3303.79101616019,29198,28952.1,29049.741,145580,2023-08-06
705,29040.01,29179.21,12296.2193366209,29289,28628.9,28993.0428,264425,2023-08-07
706,29179,29770.01,20377.3729647411,30284,29104.65,29623.0728,357328,2023-08-08
707,29766.6,29562.76,14079.4350943596,30170,29344.16,29709.3424,287478,2023-08-09
708,29597,29424.03,10023.3476976128,29745,29306,29487.3622,248987,2023-08-10
709,29424.04,29400.45,8096.40042594112,29557,29208.1,29384.6692,226105,2023-08-11
710,29399,29416.96,2492.48638886015,29497,29349.98,29414.0008,144713,2023-08-12
711,29412.5,29275.94,2890.82316892023,29477,29247.15,29366.5849,140183,2023-08-13
712,29315,29405.49,9101.78290575181,29689,29072.96,29396.9184,235181,2023-08-14
713,29405.49,29170.14,7503.03288570075,29499,29046.58,29270.9816,235658,2023-08-15
714,29200,28700.51,12211.0649300925,29255,28690.37,29026.7721,286662,2023-08-16
715,28729,26627.57,38641.1478343603,28779,24713,27563.7812,663658,2023-08-17
716,26627.21,26048.89,26342.978707555,26834.37,25607.1,26236.9207,530269,2023-08-18
717,26048.9,26096.42,7832.97792725149,26288,25793.11,26021.7181,229341,2023-08-19
718,26096.4,26189.14,5528.78823145063,26314,25975.01,26128.643,171239,2023-08-20
719,26189.36,26125.18,12080.8331093818,26279,25807.3,26040.3806,257592,2023-08-21
720,26125.16,26040.4,15130.652898756,26156,25350,25874.8254,313203,2023-08-22
721,26040.5,26427.54,19335.252411606,26840,25796.47,26292.4401,329845,2023-08-23
722,26417.5,26163.49,12251.0758075048,26599,25850,26213.4469,310255,2023-08-24
723,26160,26049.8,13627.2571547857,26326,25750,26013.7563,289848,2023-08-25
724,26049.4,26009.61,2428.61513778,26192,25971.44,26038.0569,135928,2023-08-26
725,26002.4,26091.16,2641.81552782003,26198,25961.81,26080.3422,123315,2023-08-27
726,26091.16,26109.6,7495.41549860179,26264,25850,26039.5871,199756,2023-08-28
727,26109.6,27717.98,28801.7425084116,28193,25903.18,27346.5554,424186,2023-08-29
728,27749,27306.06,13116.5694632535,27793,27005.2,27336.4857,266719,2023-08-30
729,27326,25932.45,20462.0493346632,27605.5,25660.61,26603.9336,342178,2023-08-31
