SUSHIUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
492,0.9851,1.043,1379857.57654276,1.0547,0.9566,1.001,5500,2023-01-06
493,1.0435,1.0678,1194794.33680925,1.0738,1.0261,1.0546,5047,2023-01-07
494,1.0691,1.0912,1748304.08760991,1.0984,1.042,1.0681,6968,2023-01-08
495,1.0907,1.0779,1882773.47461353,1.1364,1.0772,1.1064,7496,2023-01-09
496,1.0782,1.1186,1891663.0099396,1.1487,1.0633,1.1079,8401,2023-01-10
497,1.12,1.0946,2096994.65348586,1.1253,1.0496,1.0808,6636,2023-01-11
498,1.0947,1.1372,2639124.34532354,1.15,1.06,1.1095,8095,2023-01-12
499,1.138,1.2056,2575348.10484272,1.2226,1.0972,1.1615,9475,2023-01-13
500,1.2054,1.2441,3916867.61872835,1.3288,1.176,1.2449,15425,2023-01-14
501,1.2463,1.2871,2128074.71732841,1.334,1.2114,1.2858,9345,2023-01-15
502,1.2873,1.255,2537599.25198941,1.3365,1.1926,1.2694,9218,2023-01-16
503,1.2538,1.2288,1123019.48018129,1.2952,1.2248,1.2591,5241,2023-01-17
504,1.2284,1.1786,2745183.36779611,1.3193,1.127,1.2123,12445,2023-01-18
505,1.1765,1.1915,1084531.59858612,1.2024,1.1469,1.1776,5710,2023-01-19
506,1.1894,1.3056,2234998.5553979,1.3155,1.1655,1.2359,8970,2023-01-20
507,1.3102,1.2984,3327446.15748923,1.3605,1.2663,1.313,12452,2023-01-21
508,1.3015,1.3359,1949232.6339083,1.4147,1.2775,1.3487,9957,2023-01-22
509,1.3384,1.3387,1153198.38392875,1.3821,1.3161,1.354,7982,2023-01-23
510,1.3387,1.2392,1769311.32153557,1.3767,1.2159,1.3267,8415,2023-01-24
511,1.239,1.295,1652140.05674587,1.3308,1.2153,1.2695,9997,2023-01-25
512,1.2966,1.3207,1834111.33784797,1.338,1.27,1.3083,8746,2023-01-26
513,1.3224,1.3496,1007718.81702367,1.3599,1.2662,1.3229,6906,2023-01-27
514,1.3512,1.2918,1243620.00148111,1.3652,1.2783,1.3149,6668,2023-01-28
515,1.2906,1.3498,1058304.8040529,1.3671,1.275,1.3267,5500,2023-01-29
516,1.3503,1.245,2061109.45431135,1.366,1.2168,1.2703,10177,2023-01-30
517,1.2452,1.264,1409660.25699928,1.28,1.2356,1.2582,6923,2023-01-31
518,1.2639,1.3015,2863992.90644503,1.3174,1.1884,1.2509,10855,2023-02-01
519,1.3054,1.5185,4786965.10067485,1.6333,1.3046,1.4585,24005,2023-02-02
520,1.5206,1.5486,3296694.71493473,1.6379,1.4693,1.5475,15552,2023-02-03
521,1.55,1.5027,1695925.30843485,1.5787,1.49,1.5431,7351,2023-02-04
522,1.5027,1.4295,1469135.55371535,1.536,1.4091,1.4622,7283,2023-02-05
523,1.4334,1.4296,2211247.65675247,1.5533,1.3921,1.4702,10245,2023-02-06
524,1.4301,1.5036,2166878.40402117,1.512,1.4276,1.463,9730,2023-02-07
525,1.5036,1.4417,1845681.49165034,1.548,1.3719,1.467,9649,2023-02-08
526,1.4423,1.2594,2153500.77866533,1.4703,1.2205,1.3643,12693,2023-02-09
527,1.2611,1.2948,1744254.50001079,1.3158,1.2351,1.2778,10170,2023-02-10
528,1.2937,1.3126,564340.245133277,1.3295,1.2682,1.2998,3358,2023-02-11
529,1.3136,1.2679,823306.824228888,1.3224,1.2424,1.2965,5349,2023-02-12
530,1.2664,1.2839,1464720.88782771,1.288,1.2017,1.2511,8081,2023-02-13
531,1.2852,1.3083,1006521.99891947,1.3264,1.244,1.2901,5189,2023-02-14
532,1.3102,1.4196,1716313.05224079,1.42,1.2843,1.3476,8647,2023-02-15
533,1.4181,1.3246,1663696.69120437,1.439,1.3163,1.4003,8605,2023-02-16
534,1.3256,1.411,1149276.97623814,1.43,1.3144,1.3811,6786,2023-02-17
535,1.4107,1.4342,1010545.49699727,1.4704,1.4018,1.4348,7680,2023-02-18
536,1.4366,1.4222,1628821.5346141,1.5209,1.4108,1.4625,7847,2023-02-19
537,1.4238,1.5016,1424699.82380295,1.5118,1.38,1.4748,7300,2023-02-20
538,1.5049,1.4505,1393931.25314446,1.5146,1.39,1.4526,6767,2023-02-21
539,1.4502,1.3962,1716005.79745445,1.4719,1.3369,1.3977,9987,2023-02-22
540,1.3953,1.4768,2114284.17021191,1.4952,1.3829,1.4474,13795,2023-02-23
541,1.4794,1.359,1973089.22269534,1.515,1.33,1.4045,11865,2023-02-24
542,1.3583,1.3184,881046.426166547,1.3829,1.2727,1.3275,7951,2023-02-25
543,1.3182,1.347,832720.944737575,1.349,1.31,1.3292,7904,2023-02-26
544,1.345,1.3009,1065535.38244798,1.3661,1.2753,1.3229,5314,2023-02-27
545,1.3004,1.2753,874590.576086894,1.3386,1.2591,1.296,5661,2023-02-28
546,1.2759,1.3602,1126288.86581518,1.3643,1.2649,1.3291,6145,2023-03-01
547,1.3603,1.3142,869469.518729779,1.3686,1.2876,1.3193,4801,2023-03-02
548,1.3142,1.2395,1678125.05733659,1.3153,1.158,1.2201,8608,2023-03-03
549,1.2386,1.2014,576748.109230379,1.25,1.1612,1.2121,4223,2023-03-04
550,1.2012,1.2026,315952.99968781,1.2289,1.1924,1.2129,2464,2023-03-05
551,1.2016,1.2161,746784.732825986,1.2255,1.1718,1.1992,3992,2023-03-06
552,1.2164,1.1908,733390.418048722,1.2366,1.1553,1.1961,4444,2023-03-07
553,1.1904,1.1141,1012849.81086102,1.1982,1.1049,1.1539,5240,2023-03-08
554,1.1142,1.0572,1749304.09981784,1.1669,1.0313,1.0984,9990,2023-03-09
555,1.0581,1.0893,2784965.87061796,1.1,0.9975,1.0528,12526,2023-03-10
556,1.0917,1.0794,3040514.13414454,1.1213,1.0212,1.0761,12227,2023-03-11
557,1.0792,1.168,3278700.18158445,1.1869,1.0548,1.1238,13847,2023-03-12
558,1.1735,1.2322,4571293.43800352,1.2924,1.104,1.1923,18158,2023-03-13
559,1.2322,1.2519,3244094.24615939,1.293,1.1839,1.237,14120,2023-03-14
560,1.251,1.1273,2586453.11394935,1.2846,1.102,1.2016,13196,2023-03-15
561,1.1313,1.1683,1513592.63083624,1.1862,1.1125,1.1379,7218,2023-03-16
562,1.1667,1.2566,1952680.80232503,1.2591,1.1525,1.1982,8797,2023-03-17
563,1.2556,1.2028,1930148.3583866,1.3014,1.1943,1.2567,10317,2023-03-18
564,1.2043,1.2271,946066.23514608,1.2654,1.1979,1.2342,5404,2023-03-19
565,1.2299,1.1652,1562785.39836831,1.2523,1.1476,1.2027,8665,2023-03-20
566,1.1655,1.1746,2269768.59977979,1.2216,1.1278,1.1694,10599,2023-03-21
567,1.1758,1.0532,3705377.04046376,1.1964,1.0316,1.1115,18443,2023-03-22
568,1.0538,1.077,2435082.31688086,1.122,1.0465,1.0795,11303,2023-03-23
569,1.0775,1.032,2357115.64545837,1.0868,1.015,1.048,11054,2023-03-24
570,1.0322,1.0193,2163882.55712988,1.0445,0.998,1.0209,8645,2023-03-25
571,1.0184,1.0543,1473140.30192689,1.0607,1.012,1.0406,6535,2023-03-26
572,1.0549,1.0082,2392069.05438512,1.0636,0.968,1.0226,9734,2023-03-27
573,1.008,1.0498,1702766.31953427,1.055,0.99221,1.0213,8820,2023-03-28
574,1.0503,1.0825,1914916.8729416,1.1114,1.0473,1.0761,9000,2023-03-29
575,1.0821,1.0787,1081452.01121158,1.0993,1.0425,1.0678,5318,2023-03-30
576,1.0801,1.1048,1168367.48188374,1.1081,1.0568,1.0855,5489,2023-03-31
577,1.1044,1.0926,950898.959576221,1.1228,1.077,1.0982,4078,2023-04-01
578,1.0936,1.0583,1173470.04288478,1.109,1.0452,1.0709,5653,2023-04-02
579,1.0558,1.0834,1748815.63236922,1.1017,1.0192,1.0665,7557,2023-04-03
580,1.0862,1.1364,2251295.19876054,1.1624,1.075,1.128,8432,2023-04-04
581,1.1378,1.1303,1402204.55978044,1.1617,1.1159,1.1424,5936,2023-04-05
582,1.1303,1.1451,927151.24878244,1.1451,1.1097,1.1288,4808,2023-04-06
583,1.1455,1.1086,1603214.14791204,1.1496,1.0982,1.1192,6012,2023-04-07
584,1.1092,1.1016,753406.407122711,1.1339,1.0888,1.1134,3710,2023-04-08
585,1.0999,1.1132,1138897.44218949,1.1266,1.0595,1.0906,6484,2023-04-09
586,1.1134,1.1463,1081128.98499614,1.154,1.0936,1.1242,4350,2023-04-10
587,1.1479,1.1395,961523.564112154,1.1575,1.1324,1.1457,5448,2023-04-11
588,1.1399,1.1261,1308621.58828724,1.1457,1.0941,1.1152,6681,2023-04-12
589,1.1271,1.1697,1349965.94457612,1.1728,1.1133,1.153,6809,2023-04-13
590,1.1679,1.1897,2414332.95283585,1.2013,1.1493,1.1804,11535,2023-04-14
591,1.189,1.1808,1177527.91320898,1.1933,1.1682,1.1807,7390,2023-04-15
592,1.1789,1.1983,1251112.70733122,1.2168,1.1617,1.1904,7711,2023-04-16
593,1.1982,1.1651,1644612.47280496,1.201,1.1541,1.174,9174,2023-04-17
594,1.1663,1.2092,1830726.77170404,1.2208,1.1572,1.1978,12732,2023-04-18
595,1.2088,1.1033,3060154.85411601,1.2088,1.0786,1.1354,19364,2023-04-19
596,1.1031,1.0714,1768733.18953443,1.1121,1.05,1.0844,8407,2023-04-20
597,1.071,1.0269,1782887.67784187,1.0816,1.0133,1.0511,8137,2023-04-21
598,1.0269,1.0509,492451.26212917,1.054,1.0225,1.0391,2969,2023-04-22
599,1.0502,1.0455,697525.930222339,1.0619,1.02,1.0446,5541,2023-04-23
600,1.0456,1.0479,617015.427089277,1.0599,1.0294,1.0465,3278,2023-04-24
601,1.0487,1.0649,830866.117308991,1.0671,1.0164,1.0378,4713,2023-04-25
602,1.0659,1.03,1838328.28674669,1.1184,0.9801,1.0584,7107,2023-04-26
603,1.0283,1.056,1151832.41865707,1.068,1.0224,1.0435,5759,2023-04-27
604,1.0568,1.0491,953747.680742291,1.0593,1.0279,1.0459,3940,2023-04-28
605,1.048,1.0559,502575.05189334,1.0608,1.0399,1.0504,3312,2023-04-29
606,1.0565,1.0166,758866.7741547,1.0566,1.0157,1.0384,3896,2023-04-30
607,1.0172,1.0092,952363.25598832,1.07,0.99,1.0082,4780,2023-05-01
608,1.0088,1.016,610616.388147969,1.0277,1,1.013,4061,2023-05-02
609,1.0151,1.0439,815900.147592859,1.05,0.9939,1.0148,4486,2023-05-03
610,1.0441,1.0304,513917.152240918,1.0454,1.0187,1.0321,3197,2023-05-04
611,1.031,1.0471,1971915.6233473,1.0883,1.0221,1.0434,7546,2023-05-05
612,1.048,0.99798,1805477.95617091,1.0519,0.9853,1.0114,7179,2023-05-06
613,0.9969,0.993,602540.98301345,1.0101,0.9889,1.0009,3478,2023-05-07
614,0.9912,0.9047,2223805.26120876,0.99629,0.8666,0.9264,9318,2023-05-08
615,0.9042,0.8949,1226516.53704871,0.9102,0.8798,0.8949,5668,2023-05-09
616,0.8943,0.9154,1512445.60839907,0.91744,0.8496,0.8947,8130,2023-05-10
617,0.9162,0.8734,1086239.38889828,0.9162,0.859,0.8853,4645,2023-05-11
618,0.8737,0.8865,893025.255112922,0.8887,0.8458,0.8687,5401,2023-05-12
619,0.8868,0.8858,511020.53992803,0.89095,0.8738,0.8827,3587,2023-05-13
620,0.8851,0.8967,469463.71285175,0.90072,0.877,0.8907,2859,2023-05-14
621,0.8974,0.8899,766637.02670244,0.91402,0.8848,0.9009,3759,2023-05-15
622,0.8898,0.897,869522.725930412,0.9021,0.8646,0.8889,3855,2023-05-16
623,0.8975,0.9251,1016483.61604241,0.9278,0.8841,0.9036,6245,2023-05-17
624,0.9251,0.9052,927112.634454834,0.9288,0.878,0.9067,5094,2023-05-18
625,0.9051,0.90117,700015.844684611,0.90817,0.8925,0.9012,3952,2023-05-19
626,0.901,0.9001,669552.039021527,0.9078,0.8895,0.8976,3317,2023-05-20
627,0.9,0.8799,644794.810709972,0.90605,0.87715,0.891,3287,2023-05-21
628,0.8793,0.8962,791837.375572205,0.9013,0.865,0.8883,4083,2023-05-22
629,0.8962,0.8991,596482.570178895,0.91579,0.8951,0.9015,3184,2023-05-23
630,0.8998,0.8645,1064558.57525473,0.90076,0.8526,0.87,4300,2023-05-24
631,0.8641,0.8509,986556.079075107,0.86547,0.8435,0.853,3989,2023-05-25
632,0.85,0.8412,1060398.92629877,0.85388,0.8273,0.8387,3798,2023-05-26
633,0.8412,0.8432,392569.160784189,0.8485,0.8325,0.8404,1701,2023-05-27
634,0.84214,0.88409,593668.67987488,0.89916,0.839,0.863,2841,2023-05-28
635,0.8835,0.8706,829890.86146279,0.8858,0.8585,0.8716,3279,2023-05-29
636,0.87098,0.8697,872184.799222062,0.88529,0.8591,0.8735,3540,2023-05-30
637,0.8694,0.8402,1388160.26578699,0.87288,0.829,0.8418,5154,2023-05-31
638,0.83965,0.8345,1253064.10571474,0.855,0.8305,0.8424,5250,2023-06-01
639,0.8349,0.8544,1081024.49298116,0.85937,0.8279,0.8464,3906,2023-06-02
640,0.8555,0.8497,462371.087828949,0.86,0.848,0.8524,1869,2023-06-03
641,0.8504,0.8591,873540.860630551,0.8706,0.84602,0.8594,3500,2023-06-04
642,0.85869,0.7613,1868584.26530152,0.85869,0.7449,0.8108,7179,2023-06-05
643,0.7604,0.767,1153896.77205278,0.7706,0.7323,0.7533,5220,2023-06-06
644,0.7676,0.7254,1100423.84185252,0.7676,0.7132,0.7373,4889,2023-06-07
645,0.72555,0.7464,993232.544041151,0.7553,0.7176,0.7407,4868,2023-06-08
646,0.7467,0.7473,1082388.72658094,0.7554,0.7318,0.7452,5015,2023-06-09
647,0.7476,0.5843,3074299.7595655,0.748,0.474,0.592,11560,2023-06-10
648,0.5846,0.5688,942525.304942496,0.5861,0.5611,0.5747,7484,2023-06-11
649,0.5684,0.5707,1451281.53300335,0.5747,0.5426,0.5616,5799,2023-06-12
650,0.5703,0.5756,2637061.95788486,0.5867,0.5648,0.5746,8713,2023-06-13
651,0.5754,0.5564,3480482.10524755,0.59305,0.5434,0.5741,11539,2023-06-14
652,0.5558,0.5888,3535807.34049845,0.59463,0.5516,0.5702,12629,2023-06-15
653,0.5888,0.601,2776050.6930465,0.6135,0.5816,0.5932,10750,2023-06-16
654,0.6009,0.5996,2239674.51032051,0.6227,0.5966,0.6064,6807,2023-06-17
655,0.5992,0.5952,2338215.86736684,0.6074,0.5849,0.5992,11954,2023-06-18
656,0.5954,0.5964,2571797.7507229,0.6023,0.5825,0.5942,9668,2023-06-19
657,0.5963,0.6208,3285333.0682506,0.6209,0.5778,0.5967,9650,2023-06-20
658,0.621,0.6389,3216438.66145504,0.6476,0.6194,0.6332,9844,2023-06-21
659,0.6387,0.6417,2409751.87277016,0.6614,0.6331,0.6469,9256,2023-06-22
660,0.6413,0.6801,3820655.06297894,0.686,0.6396,0.6583,15525,2023-06-23
661,0.681,0.6741,3337422.26260045,0.6948,0.6592,0.6771,10753,2023-06-24
662,0.6739,0.6991,4050773.77016805,0.7424,0.6737,0.71,15316,2023-06-25
663,0.6994,0.6733,3504473.05566237,0.7004,0.6626,0.6821,14265,2023-06-26
664,0.6732,0.6813,2852400.50598742,0.6927,0.6682,0.68,9460,2023-06-27
665,0.6822,0.6275,3310867.42960619,0.68281,0.5975,0.6478,10347,2023-06-28
666,0.6276,0.6491,2788578.08951949,0.6584,0.6244,0.6433,9369,2023-06-29
667,0.65,0.6888,5140069.23661903,0.6927,0.6259,0.672,16036,2023-06-30
668,0.689,0.6903,3355259.71806464,0.6957,0.6607,0.6849,11188,2023-07-01
669,0.6911,0.6923,3810487.38570317,0.6931,0.6653,0.6791,13045,2023-07-02
670,0.6937,0.7049,3341865.4344147,0.7141,0.6889,0.7037,11908,2023-07-03
671,0.7047,0.6937,3342650.45069422,0.7078,0.6828,0.698,11156,2023-07-04
672,0.6936,0.6784,5563295.87496968,0.7283,0.6693,0.6963,18199,2023-07-05
673,0.6784,0.6469,5076681.40643073,0.7139,0.645,0.675,16404,2023-07-06
674,0.6458,0.6497,4594365.15851434,0.65786,0.6385,0.6495,11975,2023-07-07
675,0.6492,0.6358,5787306.1587461,0.65459,0.6219,0.6399,13140,2023-07-08
676,0.6359,0.633,5280493.43088786,0.6461,0.6319,0.6386,12294,2023-07-09
677,0.6338,0.6334,4653694.10583486,0.6487,0.6095,0.6255,12040,2023-07-10
678,0.6334,0.6375,4100193.75008101,0.63899,0.6273,0.6339,10021,2023-07-11
679,0.6375,0.6334,4015223.87144586,0.65206,0.6227,0.6411,10206,2023-07-12
680,0.6338,0.7132,6330037.67312649,0.71548,0.6237,0.6674,14951,2023-07-13
681,0.7134,0.6863,7218496.62361283,0.73003,0.6614,0.7003,16288,2023-07-14
682,0.6855,0.6782,5339694.83949002,0.6936,0.6712,0.6815,13249,2023-07-15
683,0.6783,0.6807,5277667.50813547,0.7154,0.662,0.6846,14658,2023-07-16
684,0.6809,0.7416,9332274.50258015,0.8156,0.67942,0.7547,30295,2023-07-17
685,0.7415,0.723,5681174.96149769,0.7659,0.7018,0.7308,18192,2023-07-18
686,0.723,0.7065,3669678.87310838,0.745,0.7014,0.7202,12134,2023-07-19
687,0.7065,0.7384,5162922.15767694,0.7544,0.7,0.7229,14469,2023-07-20
688,0.7385,0.7207,5155879.67933755,0.7565,0.7179,0.7344,14777,2023-07-21
689,0.7204,0.6936,4385539.96805025,0.7248,0.6854,0.7102,9897,2023-07-22
690,0.69381,0.7033,3759024.9528087,0.7149,0.6895,0.7037,9457,2023-07-23
691,0.7024,0.6627,4698372.80249497,0.70864,0.637,0.6744,11342,2023-07-24
692,0.6629,0.6545,3972905.77031683,0.66999,0.651,0.659,11078,2023-07-25
693,0.6545,0.6581,3920315.85957313,0.6677,0.6435,0.6546,10433,2023-07-26
694,0.6577,0.6561,5263417.83983076,0.6768,0.6522,0.6612,11902,2023-07-27
695,0.65625,0.6636,3929868.25548861,0.66574,0.64597,0.6571,9618,2023-07-28
696,0.6634,0.6841,5044253.84377668,0.68631,0.6594,0.6694,13059,2023-07-29
697,0.6846,0.6725,5731710.98063053,0.7068,0.6532,0.6854,15670,2023-07-30
698,0.67278,0.6846,5382531.36534814,0.7256,0.6684,0.6891,14943,2023-07-31
699,0.6852,0.7227,6267413.00112287,0.72493,0.6504,0.682,14807,2023-08-01
700,0.7227,0.7159,5929129.15554327,0.75,0.707,0.7227,14953,2023-08-02
701,0.7149,0.7006,5260872.33857487,0.7302,0.692,0.7136,11830,2023-08-03
702,0.7009,0.6955,5427598.7209301,0.7073,0.6839,0.6973,10591,2023-08-04
703,0.6945,0.676,6522519.57577266,0.7032,0.6749,0.6862,11567,2023-08-05
704,0.6766,0.6858,7859686.81120818,0.6927,0.6722,0.6832,13814,2023-08-06
705,0.68721,0.7115,10368462.8369318,0.71493,0.6771,0.7007,20148,2023-08-07
706,0.71231,0.7222,9991554.54404402,0.73449,0.698,0.7171,19013,2023-08-08
707,0.7228,0.7156,7885853.74024893,0.72884,0.7009,0.7164,14490,2023-08-09
708,0.7158,0.7137,7397391.59849458,0.7341,0.7051,0.7158,14243,2023-08-10
709,0.7138,0.7169,6074029.01071027,0.72131,0.7005,0.7114,10881,2023-08-11
710,0.7168,0.7548,2383007.31278907,0.76338,0.7082,0.7368,4746,2023-08-12
711,0.7553,0.73844,1934531.42596591,0.768,0.731,0.7464,3329,2023-08-13
712,0.7369,0.7735,4168699.05933326,0.803,0.735,0.7787,7980,2023-08-14
713,0.77406,0.7308,4323757.22418157,0.7848,0.707,0.7486,9604,2023-08-15
714,0.7301,0.6766,8240555.43643397,0.7335,0.6603,0.7042,20958,2023-08-16
715,0.6767,0.5994,8336473.33070811,0.68635,0.52812,0.656,23329,2023-08-17
716,0.6,0.5777,8824183.0921928,0.6059,0.571,0.5856,19517,2023-08-18
717,0.5777,0.5924,6754435.86736835,0.5976,0.5726,0.5842,13123,2023-08-19
718,0.5921,0.5876,6380568.69741242,0.61,0.577,0.5871,12169,2023-08-20
719,0.5877,0.5765,8464341.50935265,0.5903,0.5557,0.5772,15048,2023-08-21
720,0.576,0.5812,11402385.5019083,0.5866,0.5561,0.5745,20415,2023-08-22
721,0.5813,0.5924,9459368.27730675,0.5992,0.5733,0.5872,17376,2023-08-23
722,0.5922,0.5742,9123365.57105422,0.5945,0.5637,0.5808,15637,2023-08-24
723,0.5743,0.5843,10246360.9622822,0.58617,0.5611,0.5752,17738,2023-08-25
724,0.5842,0.5929,7521991.74082543,0.59475,0.5782,0.5874,13579,2023-08-26
725,0.5928,0.5923,6875325.58798739,0.598,0.5888,0.5933,15318,2023-08-27
726,0.5923,0.6003,10236995.570894,0.60587,0.5813,0.5943,21284,2023-08-28
727,0.601,0.6211,3710750.010955,0.632,0.5763,0.6041,7560,2023-08-29
728,0.621,0.612,2274116.16774305,0.6233,0.5985,0.6111,3948,2023-08-30
729,0.6121,0.5911,2723602.83994386,0.61873,0.58,0.6056,5656,2023-08-31
